DRUGBANK_ID,COMMON_NAME,CAS_NUMBER,UNII,SYNONYMS,Smiles
DB08223,"N-{(1S,2R)-1-BENZYL-3-[(CYCLOPROPYLMETHYL)(2-FURYLSULFONYL)AMINO]-2-HYDROXYPROPYL}-N'-METHYLSUCCINAMIDE",,,,CNC(CCC(N[C@H](Cc1ccccc1)[C@H](CN(CC1CC1)S(c1ccco1)(=O)=O)O)=O)=O
DB01016,Glyburide,10238-21-8,SX6K58TVWC,1-((p-(2-(5-chloro-o-anisamido)ethyl)phenyl)sulfonyl)-3-cyclohexylurea; 1-(p-(2-(5-chloro-2-methoxybenzamido)ethyl)benzenesulfonyl)-3-cyclohexylurea; 5-chloro-N-(2-(4-((((cyclohexylamino)carbonyl)amino)sulfonyl)phenyl)ethyl)-2-methoxybenzamide; Glibenclamida; Glibenclamide; Glibenclamidum; Glyburide,COc(ccc(Cl)c1)c1C(NCCc(cc1)ccc1S(NC(NC1CCCCC1)=O)(=O)=O)=O
DB15156,ABT-072,1132936-00-5,PSQ4R5K1QI,,CC(C)(C)c1cc(N(C=CC(N2)=O)C2=O)cc(/C=C/c(cc2)ccc2NS(C)(=O)=O)c1OC
DB11870,RG-4733,847925-91-1,KK8645V7LE,,CC(C)(C(NCC(C(F)(F)F)(F)F)=O)C(N[C@@H](c(cccc1)c1-c(cccc1)c1N1)C1=O)=O
DB06608,Tafenoquine,106635-80-7,262P8GS9L9,Tafenoquine,CC(CCCN)Nc(c1nc(OC)cc(C)c11)cc(OC)c1Oc1cccc(C(F)(F)F)c1
DB11585,Drometrizole trisiloxane,155633-54-8,HC22845I1X,Silatrizole,CC(Cc(cc(C)cc1-n2nc(cccc3)c3n2)c1O)C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C
DB15583,Fluazuron,86811-58-7,VB0PV6I7L6,Fluazuron; Fluazuronum,O=C(c(c(F)ccc1)c1F)NC(Nc(cc1)cc(Oc(ncc(C(F)(F)F)c2)c2Cl)c1Cl)=O
DB16620,Methopterin,2410-93-7,9TJY624421,10-methylfolic acid; 10-methylpteroylglutamic acid; alpha-Methopterin; Methopterine; Methotrexate related compound C; N10-methylfolic acid; N10-methylpteroylglutamic acid,CN(Cc(nc12)cnc1N=C(N)NC2=O)c(cc1)ccc1C(N[C@@H](CCC(O)=O)C(O)=O)=O
DB11256,Levomefolic acid,31690-09-2,8S95DH25XC,"(6S)-5-methyltetrahydrofolate; (6S)-5-Methyltetrahydrofolic acid; (6S)-5-MTHF; 5-methyl-(6S)-tetrahydrofolic acid; L-5-methyltetrahydrofolate; L-5-MTHF; L-methylfolate; Levomefolate; Levomefolic acid; LMSR; N-[4-[[[(6S)-2-Amino-3,4,5,6,7,8-hexahydro-5-methyl-4-oxo-6-pteridinyl]methyl]amino]benzoyl]-L-glutamic acid",CN([C@@H](CNc(cc1)ccc1C(N[C@@H](CCC(O)=O)C(O)=O)=O)CN1)C2=C1NC(N)=NC2=O
DB04789,5-methyltetrahydrofolic acid,134-35-0,TYK22LML8F,"5-Methyl-5,6,7,8-tetrahydrofolic acid; 5-Methyl-5,6,7,8-tetrahydropteroyl-L-glutamic acid; 5-Methyltetrahydropteroyl monoglutamate; 5-Methyltetrahydropteroylglutamic acid; N-Methyltetrahydrofolate; N-Methyltetrahydrofolic acid; N5-Methyltetrahydrofolate; N5-Methyltetrahydrofolic acid; N5-Methyltetrahydropteroylglutamate",CN(C(CNc(cc1)ccc1C(N[C@@H](CCC(O)=O)C(O)=O)=O)CN1)C2=C1NC(N)=NC2=O
DB13874,Enasidenib,1446502-11-9,3T1SS4E7AG,"2-Methyl-1-(4-(6-(trifluoromethyl)pyridin-2-yl)-6-(2-(trifluoromethyl)pyridin-4-ylamino)-1,3,5-triazin-2-ylamino)propan-2-ol; Enasidenib",CC(C)(CNc1nc(-c2nc(C(F)(F)F)ccc2)nc(Nc2cc(C(F)(F)F)ncc2)n1)O
DB09062,Cefminox,84305-41-9,PW08Y13465,Cefminox; cefminoxum; CMNX,Cn1nnnc1SCC(CS[C@@H]1[C@@]2(NC(CSC[C@H](C(O)=O)N)=O)OC)=C(C(O)=O)N1C2=O
DB00921,Buprenorphine,52485-79-7,40D3SCR4GZ,"(−)-buprenorphine; 17-cyclopropylmethyl-4,5α-epoxy-7α-((S)-1-hydroxy-1,2,2-trimethylpropyl)-6-methoxy-6,14-endo-ethanomorphinan-3-ol; 2-(N-cyclopropylmethyl-4,5α-epoxy-3-hydroxy-6-methoxy-6,14-endo-ethanomorphinan-6α-yl)-3,3-dimethyl-2-butanol; 2-[3-cyclopropylmethyl-11-hydroxy-15-methoxy-(14R)-13-oxa-3-azahexacyclo[13.2.2.12,8.01,6.06,14.07,12]icosa-7,9,11-trien-16-yl]-3,3-dimethyl-2-butanol; 21-cyclopropyl-7α-[(S)-1-hydroxy-1,2,2-trimethylpropyl]-6,14-endo-ethano-6,7,8,14-tetrahydrooripavine; Buprenophine; Buprenorfina; Buprenorphine; Buprenorphinum",CC(C)(C)[C@](C)([C@@H](C[C@](CC1)([C@@H](C2)N(CC3CC3)CC3)[C@@]33c4c2ccc(O)c4O[C@@H]32)[C@@]12OC)O
DB11809,Artefenomel,1029939-86-3,RIK029813G,Artefenomel,C(COc1ccc([C@H](CC2)CC[C@]22OOC3(C4CC(C5)CC3CC5C4)O2)cc1)N1CCOCC1
DB01697,beta-cellotriose,,,β-cellotriose,OC[C@H]([C@H]([C@@H]([C@H]1O)O)O)O[C@H]1O[C@H]([C@@H](CO)O[C@H]([C@@H]1O)O[C@H]([C@@H](CO)O[C@H]([C@@H]2O)O)[C@@H]2O)[C@@H]1O
DB04248,beta-(1->4)-galactotriose,,,"beta-1,4-galactotrioside; β-D-Gal-(1→4)-β-D-Gal-(1→4)-β-D-Gal; β-D-galactosyl-(1→4)-β-D-galactosyl-(1→4)-β-D-galactose; β-D-Galp-(1→4)-β-D-Galp-(1→4)-β-D-Galp",OC[C@H]([C@@H]([C@@H]([C@H]1O)O)O)O[C@H]1O[C@@H]([C@@H](CO)O[C@H]([C@@H]1O)O[C@@H]([C@@H](CO)O[C@H]([C@@H]2O)O)[C@@H]2O)[C@@H]1O
DB03277,alpha-maltotriose,,,α-maltotriose,OC[C@H]([C@H]([C@@H]([C@H]1O)O)O)O[C@@H]1O[C@H]([C@@H](CO)O[C@@H]([C@@H]1O)O[C@H]([C@@H](CO)O[C@@H]([C@@H]2O)O)[C@@H]2O)[C@@H]1O
DB09006,Clinofibrate,30299-08-2,0374EZJ8CU,Clinofibrate,CCC(C)(C(O)=O)Oc1ccc(C2(CCCCC2)c(cc2)ccc2OC(C)(CC)C(O)=O)cc1
DB05048,Cannabinor,573981-31-4,O8E148Q90M,,CCCCCCC(C)(C)c1cc(OC(/C=C/C(O)=O)=O)c([C@@H](C2)[C@H](C3)C(C)(C)[C@H]3C2=O)c(O)c1
DB12043,Sepetaprost,1262873-06-2,79O7855J4G,Sepetaprost,CC(C)OC(CCC[C@@H](CC1)CO[C@@H](C[C@H]2O)[C@H]1[C@H]2/C=C/[C@H](COc(cc(cc1)F)c1F)O)=O
DB04664,Cyclohexyl-pentyl-maltoside,250692-65-0,,5-cyclohexyl-1-pentyl-beta-D-maltoside; CYMAL-5; CYMAL(R)-5,OC[C@H]([C@H]([C@@H]([C@H]1O)O)O)O[C@@H]1O[C@H]([C@@H](CO)O[C@H]([C@@H]1O)OCCCCCC2CCCCC2)[C@@H]1O
DB01633,Deoxy-2-fluoro-beta-D-cellotrioside,,,β-D-Glucopyranosyl-(1->4)-β-D-glucopyranosyl-(1->4)-2-deoxy-2-fluoro-α-D-glucopyranose,OC[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)O[C@@H]1O[C@@H]([C@H](CO)O[C@@H]([C@H]1O)O[C@@H]([C@H](CO)O[C@H]([C@H]2F)O)[C@H]2O)[C@H]1O
DB12798,Relenopride,1221416-43-8,SIS5BFO4WL,Relenopride,COc(c(C(NCC1CCN(CC[C@@H](c(cc2)ccc2F)OC(N)=O)CC1)=O)c1)cc(N)c1Cl
DB11893,Avagacestat,1146699-66-2,TQ44WWY45Q,Avagacestat,NC([C@@H](CCC(F)(F)F)N(Cc(ccc(-c1nocn1)c1)c1F)S(c(cc1)ccc1Cl)(=O)=O)=O
DB04263,Geneticin,49863-47-0,A08F5XTI6G,,C[C@H]([C@H]([C@H]([C@@H]([C@H]1N)O)O)O[C@@H]1O[C@H]([C@H](C[C@H]([C@@H]1O[C@H]([C@@H]([C@H]2NC)O)OC[C@]2(C)O)N)N)[C@@H]1O)O
DB08003,ISOTHIAZOLIDINONE ANALOG,,,,CC(N[C@@H](Cc1ccccc1)C(N[C@@H](Cc1ccc([C@H](CC(N2)=O)S2(=O)=O)cc1)C(N)=O)=O)=O
DB00222,Glimepiride,93479-97-1,6KY687524K,Glimepirida; Glimepiride; Glimépiride; Glimepiridum,CCC1=C(C)CN(C(NCCc(cc2)ccc2S(NC(N[C@H]2CC[C@H](C)CC2)=O)(=O)=O)=O)C1=O
DB12507,Atecegatran metoxil,433937-93-0,4GU1D587JV,Atecegatran fexenetil; Atecegatran metoxil,CO/N=C(/c1ccc(CNC([C@H](CC2)N2C([C@@H](c2cc(Cl)cc(OC(F)F)c2)O)=O)=O)cc1)\N
DB04424,RPR128515,,,,C[C@H]([C@@H](Cc1cc(C(N)=N)ccc1)C(OC)=O)NC(c(cc1)ccc1-c1cc(CN)ccc1)=O
DB01713,UDP-alpha-D-xylose,06/06/3616,I839TB018F,UDP-xylose; Uridine-5'-diphosphate-xylopyranose,O[C@H]([C@@H](COP(O)(OP(O)(O[C@H]([C@@H]([C@H]1O)O)OC[C@H]1O)=O)=O)O[C@H]1N(C=CC(N2)=O)C2=O)[C@H]1O
DB12420,Diazepinomicin,733035-26-2,YPH994Y0RF,DIAZEPINOMICIN,CC(C)=CCC/C(/C)=C/CC/C(/C)=C/CN(c(cc(cc1O)O)c1Nc1c2cccc1O)C2=O
DB08116,"(3R)-4-{[(3,4-dihydroxyphenyl)acetyl]oxy}-N-(2-formylindolizin-3-yl)-3-sulfino-D-valine",,,,C[C@@](COC(Cc(cc1)cc(O)c1O)=O)([C@@H](C(O)=O)Nc1c(C=O)cc2n1cccc2)[S@](O)=O
DB01871,[1-(1-Benzyl-3-Hydroxy-2-Oxo-Propylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester,,,,OCC([C@H](Cc1ccccc1)NC([C@H](Cc1ccccc1)NC(OCc1ccccc1)=O)=O)=O
DB12419,HSD-016,946396-92-5,C4I13768E1,,C[C@H](CN(CC1)c(cc2)c(C(F)(F)F)cc2F)N1S(c1cc([C@](C)(C(F)(F)F)O)ccc1)(=O)=O
DB03825,Rhodamine 6G,989-38-8,037VRW83CF,Basic red 1; Calcozine rhodamine 6GX; CI basic red 1; R6G,CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(-c(cccc3)c3C(OCC)=O)c2cc1C.[Cl-]
DB14210,Moexiprilat,103775-14-0,H3753190JS,Moexiprilat,C[C@@H](C(N(Cc(cc1OC)c(C2)cc1OC)[C@@H]2C(O)=O)=O)N[C@@H](CCc1ccccc1)C(O)=O
DB08112,N-({6-[(4-CYANO-2-FLUOROBENZYL)OXY]NAPHTHALEN-2-YL}SULFONYL)-D-GLUTAMIC ACID,,,,N#Cc1cc(F)c(COc2ccc(cc(cc3)S(NC(CCC(O)=O)C(O)=O)(=O)=O)c3c2)cc1
DB03161,Thymidine-5'-diphospho-beta-D-xylose,,,,CC(C(N1)=O)=CN([C@@H](C2)O[C@H](CO[P@](O)(O[P@](O)(O[C@H]([C@@H]([C@H]3O)O)OC[C@H]3O)=O)=O)[C@H]2O)C1=O
DB11468,Tiamulin,55297-95-5,E38WZ4U54R,Tiamulin; Tiamulina; Tiamuline; Tiamulinum,CCN(CC)CCSCC(O[C@@H](C[C@]1(C)C=C)[C@](C)([C@H]2C(CC3)=O)[C@@H](C)CC[C@@]23[C@H](C)[C@H]1O)=O
DB00901,Bitolterol,30392-40-6,9KY0QXD6LI,"4-(2-(tert-butylamino)-1-hydroxyethyl)-o-phenylene di-p-toluate; 4-[2-(tert-butylamino)-1-hydroxyethyl]-o-phenylene di-p-toluate; bis(4-methylbenzoic acid) 4-[2-(tert-butylamino)-1-hydroxyethyl]-1,2-phenylene ester; Bitolterol; Bitoltérol; Bitolterolum",CC(C)(C)NCC(c(cc1)cc(OC(c2ccc(C)cc2)=O)c1OC(c1ccc(C)cc1)=O)O
DB02675,(4-Hydroxymaltosephenyl)Glycine,,,,N[C@H](C(O)=O)c(cc1)ccc1O[C@H]([C@H]([C@H]1O)O[C@H]([C@H]([C@H]2O)O)O[C@H](CO)[C@H]2O)O[C@H](CO)[C@H]1O
DB06321,R-348,916742-11-5,3J396119JY,"5-Fluoro-N-(4-methyl-3-propionylaminosulfonylphenyl)-N'-(4-(prop-2-ynyloxy)phenyl)-2,4-pyrimidinediamine",CCC(NS(c1c(C)ccc(Nc(nc2)nc(Nc(cc3)ccc3OCC#C)c2F)c1)(=O)=O)=O
DB04898,Ximelagatran,192939-46-1,49HFB70472,ethyl 2-[[(1R)-1-cyclohexyl-2- [(2S)-2-[[4-(N'-hydroxycarbamimidoyl) phenyl]methylcarbamoyl]azetidin-1-yl]- 2-oxo-ethyl]amino]acetate; Ximelagatran; Ximélagatran; Ximelagatrán; Ximelagatranum,CCOC(CN[C@H](C1CCCCC1)C(N(CC1)[C@@H]1C(NCc(cc1)ccc1/C(/N)=N/O)=O)=O)=O
DB13816,Aspoxicillin,63358-49-6,0745KNO26J,Aspoxicillin,CC(C)([C@H]1C(O)=O)S[C@@H]([C@H]2NC([C@H](c(cc3)ccc3O)NC([C@H](CC(NC)=O)N)=O)=O)N1C2=O
DB13702,Tibezonium iodide,54663-47-7,E9P274AJEW,Tibezonium iodide,CC[N+](C)(CC)CCSC(C1)=Nc(cccc2)c2N=C1c(cc1)ccc1Sc1ccccc1.[I-]
DB04244,(2R)-2-(3-Biphenylyl)-N-{(2R)-2-hydroxy-3-[(2-pyridinylsulfonyl)amino]propyl}-4-methylpentanamide,,,,CC(C)C[C@@H](C(NC[C@H](CNS(c1ncccc1)(=O)=O)O)=O)c1cc(-c2ccccc2)ccc1
DB16036,ABX-1431,1446817-84-0,FB39E94UXK,,O=C(N1CCN(Cc(ccc(C(F)(F)F)c2)c2N2CCCC2)CC1)OC(C(F)(F)F)C(F)(F)F
DB07219,"BENZYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE",,,,CCCNC([C@H]1O[C@@H]1C(N[C@@H]([C@@H](C)CC)C(N(CCC1)[C@@H]1C(OCc1ccccc1)=O)=O)=O)=O
DB16030,VLX1570,1956378-23-6,K6067N5M6N,,C=CC(N(CC/C(/C1=O)=C\c(cc2)cc([N+]([O-])=O)c2F)C/C1=C\c(cc1)cc([N+]([O-])=O)c1F)=O
DB07916,3-{6-[(8-HYDROXY-QUINOLINE-2-CARBONYL)-AMINO]-2-THIOPHEN-2-YL-HEXANOYLAMINO}-4-OXO-BUTYRI ACID,,,,OC(C[C@H](C=O)NC([C@H](CCCCNC(c(ccc1ccc2)nc1c2O)=O)c1cccs1)=O)=O
DB11949,Vestipitant,334476-46-9,S052TOI9BI,Vestipitant,C[C@H](c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N(C)C(N(CCNC1)[C@H]1c(cc1)c(C)cc1F)=O
DB06886,N-BENZYLOXYCARBONYL-ALA-PRO-3-AMINO-4-PHENYL-BUTAN-2-OL,,,,C[C@H]([C@H](Cc1ccccc1)NC([C@H](CCC1)N1C([C@H](C)NC(OCc1ccccc1)=O)=O)=O)O
DB09473,Indium In-111 oxyquinoline,65389-08-4,LGX9OL562T,In-111 oxyquinoline; Indium (111 In) oxyquinoline; Indium (In111) oxine; Indium (In111) oxyquinoline; Indium 111In oxyquinoline; Indium In-111 oxine; Indium In111 oxine; Indium-111 oxine; Indium-111 oxyquinoline,[O-]c1cccc2cccnc12.[O-]c1cccc2cccnc12.[O-]c1cccc2cccnc12.[111In+3]
DB03069,Cytidine-5'-diphospho-beta-D-xylose,,,,NC(C=CN1[C@@H]([C@@H]2O)O[C@H](COP(O)(OP(O)(O[C@H]([C@@H]([C@H]3O)O)OC[C@H]3O)=O)=O)[C@H]2O)=NC1=O
DB11596,Levoleucovorin,68538-85-2,990S25980Y,"(6S)-5-Formyl-5,6,7,8-tetrahydrofolic acid; (6S)-5-formyltetrahydrofolic acid; (6S)-Folinic acid; (6S)-Leucovorin; (S)-Leucovorin; ácido levofolínico; Citrovorum factor; L-Folinic acid; Levofolene; Levofolinic acid; N-[4-({[(6S)-2-amino-5-formyl-4-oxo-1,4,5,6,7,8-hexahydropteridin-6-yl]methyl}amino)benzoyl]-L-glutamic acid",NC(NC(NC[C@@H]1CNc(cc2)ccc2C(N[C@@H](CCC(O)=O)C(O)=O)=O)=C2N1C=O)=NC2=O
DB03256,(6R)-Folinic acid,73951-54-9,,"(6R,2'S)-Folinic acid; (6R)-Leucovorin; [6R]-5-formyl-5,6,7,8-tetrahydrofolate ; 6R-Leucovorin; Dextrofolinic acid; L-Glutamic acid, N-[4-[[[(6R)-2-amino-5-formyl-3,4,5,6,7,8-hexahydro-4-oxo-6-pteridinyl]methyl]amino]benzoyl]-; N-{[4-({[(6R)-2-amino-5-formyl-4-oxo-1,4,5,6,7,8-hexahydropteridin-6-yl]methyl}amino)phenyl]carbonyl}-L-glutamic acid",NC(NC(NC[C@@H]1CNc(cc2)ccc2C(N[C@H](CCC(O)=O)C(O)=O)=O)=C2N1C=O)=NC2=O
DB00650,Leucovorin,58-05-9,Q573I9DVLP,"(5-formyl-5,6,7,8-tetrahydropteroyl)glutamate; 10-Formyl-7,8-dihydrofolic acid; 5-Formyl-5,6,7,8-tetrahydrofolic acid; 5-Formyl-5,6,7,8-tetrahydropteroyl-L-glutamic acid; 5-Formyltetrahydrofolate; 5-formyltetrahydrofolic acid; Acide folinique; Acido folinico; Folinate; Folinic acid; L(-)-5-Formyl-5,6,7,8-tetrahydrofolic acid; Leucovorinum; N-(5-formyl-5,6,7,8-tetrahydropteroyl)-L-glutamic acid; N5-Formyl-5,6,7,8-tetrahydrofolic acid; N5-Formyltetrahydrofolic acid",NC(NC1=O)=NC(NCC2CNc(cc3)ccc3C(NC(CCC(O)=O)C(O)=O)=O)=C1N2C=O
DB02800,"5-hydroxymethyl-5,6-dihydrofolic acid",,,,NC(NC1=O)=NC2=C1N(CO)[C@@H](CNc(cc1)ccc1C(N[C@@H](CCC(O)=O)C(O)=O)=O)C=N2
DB16148,Ecraprost,136892-64-3,Q2XM6VR8DO,Circulase; Ecraprost,CCCCC[C@@H](/C=C/[C@@H]([C@@H](C1)O)C(CCCCCCC(OCCCC)=O)=C1OC(CCC)=O)O
DB03706,1-Hydroxy-2-S-glutathionyl-3-para-nitrophenoxy-propane,,,,N[C@@H](CCC(N[C@@H](CS[C@@H](CO)COc(cc1)ccc1[N+]([O-])=O)C(NCC(O)=O)=O)=O)C(O)=O
DB12642,Olumacostat glasaretil,1261491-89-7,4W6JDK2PLY,Olumacostat glasaretil,CCCCCCCCCCCCCCOc1ccc(C(OCC(N(C)CC(OCC)=O)=O)=O)o1
DB06573,Rebimastat,259188-38-0,1B47R6ZX4K,Rebimastat,CC(C)C[C@@H](C(N[C@@H](C(C)(C)C)C(NC)=O)=O)NC([C@H](CCN(C(C(C)(C)N1C)=O)C1=O)S)=O
DB01362,Iohexol,66108-95-0,4419T9MX03,"Iohexol; Iohexolum; N,N'-Bis(2,3-dihydroxypropyl)-5-(N-(2,3-dihydroxypropyl)acetamido)-2,4,6-triiodoisophthalamide",CC(N(CC(CO)O)c(c(I)c(C(NCC(CO)O)=O)c(I)c1C(NCC(CO)O)=O)c1I)=O
DB13089,Enoxolone,471-53-4,P540XA09DR,Enoxolona; Enoxolone; Glycyrrhetic Acid,CC(C)([C@H](CC[C@@]1(C)[C@](C)(CC[C@@](C)(CC2)[C@H]3C[C@@]2(C)C(O)=O)C3=C2)[C@](C)(CC3)[C@H]1C2=O)[C@H]3O
DB14673,Flurandrenolide acetate,01/11/2802,0P9257GI1B,Flurandrenolone acetate,CC(C)(O[C@@H]1C[C@@H]([C@H](C[C@@H]2F)[C@H]3[C@@](C)(CC4)C2=CC4=O)[C@]2(C)C[C@@H]3O)O[C@@]12C(COC(C)=O)=O
DB14662,Flunisolide acetate,4533-89-5,N225H64CIH,Flunisolide 21-acetate; Flunisolide acetate,CC(C)(O[C@@H]1C[C@@H]([C@H](C[C@@H]2F)[C@H]3[C@@](C)(C=C4)C2=CC4=O)[C@]2(C)C[C@@H]3O)O[C@@]12C(COC(C)=O)=O
DB15670,Gusacitinib,1425381-60-7,4801QYW816,Gusacitinib,N#CCC(CC1)CCN1c(nc1C=NN2)nc(Nc(cc3)ccc3N(CC3)CCC3O)c1C2=O
DB12108,Taselisib,1282512-48-4,L08J2O299M,Taselisib,CC(C)n1nc(C)nc1-c1cn(CCOc2c-3ccc(-c4cn(C(C)(C)C(N)=O)nc4)c2)c3n1
DB14876,TAS-116,1260533-36-5,PLO044MUDZ,,CCc(cc(cc1)C(N)=O)c1-n(c1ncc2)nc(C(C)C)c1c2-n1cnc(-c2cn(C)nc2)c1
DB16232,Milciclib Maleate,802539-81-7,688000M8S8,Milciclib,CC(C)(Cc1cnc(Nc(cc2)ccc2N2CCN(C)CC2)nc1-1)c2c1n(C)nc2C(NC)=O
DB04616,TACRINE(8)-4-AMINOQUINOLINE,,,,C(CCCCNc1c(CCCC2)c2nc2ccccc12)CCCNc1ccnc2ccccc12
DB15294,SB-1578,937273-04-6,4T71DC0G0A,,C(COc(cc1)c(COC/C=C/COCc2ccc-3o2)cc1Nc1nc3ccn1)N1CCCC1
DB13019,Henatinib,1239269-51-2,TE20GB753F,,Cc1c(/C=C(/c(cc(cc2)F)c2N2)\C2=O)[nH]c(CCCN2C[C@@H](CN3CCOCC3)O)c1C2=O
DB07333,"N-(CYCLOPROPYLMETHYL)-4-(METHYLOXY)-3-({5-[3-(3-PYRIDINYL)PHENYL]-1,3-OXAZOL-2-YL}AMINO)BENZENESULFONAMIDE",,,,COc(ccc(S(NCC1CC1)(=O)=O)c1)c1Nc1ncc(-c2cc(-c3cnccc3)ccc2)o1
DB13061,MLN8054,869363-13-3,BX854EHD63,,OC(c(cc1)ccc1Nc1ncc(CN=C(c2c-3ccc(Cl)c2)c(c(F)ccc2)c2F)c3n1)=O
DB04960,Tipifarnib,192185-72-1,MAT637500A,Tipifarnib; Zarnestra,Cn1c([C@@](c(cc2)ccc2Cl)(c(cc2)cc(C(c3cccc(Cl)c3)=C3)c2N(C)C3=O)N)cnc1
DB16277,Paltusotine,2172870-89-0,F2IBD1GMD3,Paltusotine,NC(CC1)CCN1c(c1cc(-c(cccc2C#N)c2O)ccc1nc1)c1-c1cc(F)cc(F)c1
DB00637,Astemizole,68844-77-9,7HU6337315,1-(p-Fluorobenzyl)-2-((1-(2-(p-methoxyphenyl)ethyl)piperid-4-yl)amino)benzimidazole; 1-(p-Fluorobenzyl)-2-((1-(p-methoxyphenethyl)-4-piperidyl)amino)benzimidazole; Astemizol; Astémizole; Astemizole; Astemizolum,COc1ccc(CCN(CC2)CCC2Nc2nc(cccc3)c3n2Cc(cc2)ccc2F)cc1
DB09003,Clocapramine,47739-98-0,6EEL1GB72K,Clocapramina; Clocapramine; Clocapraminum,N=C(C1(CCN(CCCN(c2c(CC3)cccc2)c2c3ccc(Cl)c2)CC1)N1CCCCC1)O
DB16184,Hetrombopag,1257792-41-8,9WGT51BDDL,,CC(/C(/C1=O)=N/Nc(cccc2-c3ccc(C(O)=O)o3)c2O)=NN1c1cc(CCCC2)c2cc1
DB01836,"[4-(6-Chloro-Naphthalene-2-Sulfonyl)-Piperazin-1-Yl]-(3,4,5,6-Tetrahydro-2h-[1,4']Bipyridinyl-4-Yl)-Methanone",,,,O=C(C(CC1)CCN1c1ccncc1)N(CC1)CCN1S(c1ccc(cc(cc2)Cl)c2c1)(=O)=O
DB06896,"1-(4-fluorophenyl)-N-[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide",,,,O=C(C1=CC=CN(c(cc2)ccc2F)C1=O)Nc(cc1)cc(F)c1Oc1c(cc[nH]2)c2ncc1
DB12115,AZD-9164,1034978-04-5,977LWC4O5D,,C[C@@](C(O[C@@H]1C(CC2)CC[N+]2(CCc(cc2)ccc2F)C1)=O)(c1ccccc1)N1CCCCC1
DB11968,MK-7145,1255204-84-2,M371870BYL,,Cc1c([C@H](CN2CCN(C[C@@H](c(cc3)c(C)c(CO4)c3C4=O)O)CC2)O)ccc2c1COC2=O
DB16079,Aclimostat,2082752-83-6,X150A3JK8R,Aclimostat,C[C@]1([C@@H]([C@@H]([C@@H](CC2)OC(N3CC(CCN4CCOCC4)C3)=O)OC)[C@@]22OC2)O[C@@H]1CC=C(C)C
DB12384,AR-67,220913-32-6,3YEA04NV6H,,CC[C@](C(C=C(c1nc(c2c3)ccc3O)N3Cc1c2[Si](C)(C)C(C)(C)C)=C(CO1)C3=O)(C1=O)O
DB05414,Pipendoxifene,198480-55-6,TPC5Q8496G,Pipendoxifene,Cc1c(-c(cc2)ccc2O)n(Cc(cc2)ccc2OCCN2CCCCC2)c(cc2)c1cc2O
DB16111,CR6086,1417742-86-9,SS2LQQ8094,,OC(c1ccc(C2(CC2)NC(C2N(Cc3ccc(C(F)(F)F)cc3)CCC3(CC3)C2)=O)cc1)=O
DB07117,"5-(4-PHENOXYPHENYL)-5-(4-PYRIMIDIN-2-YLPIPERAZIN-1-YL)PYRIMIDINE-2,4,6(2H,3H)-TRIONE",,,,O=C(C(c(cc1)ccc1Oc1ccccc1)(C(N1)=O)N(CC2)CCN2c2ncccn2)NC1=O
DB05905,TD-2749,863248-59-3,0ZN0AQ6SBV,,CC(C)n1nc(C(N[C@@H]2C[C@H](CC3)N(CCN(CC4)CCN4C(C)=O)[C@H]3C2)=O)c2c1cccc2
DB16703,Belumosudil,911417-87-3,834YJF89WO,Belumosudil,CC(C)NC(COc1cc(-c2nc3ccccc3c(Nc(cc3)cc4c3[nH]nc4)n2)ccc1)=O
DB15637,Fluzoparib,1358715-18-0,TWF0ML1CK8,,O=C(c(cc(CC(c1c2cccc1)=NNC2=O)cc1)c1F)N1Cc2nc(C(F)(F)F)nn2CC1
DB15047,BMS-919373,1272353-82-8,NGB50MQK8N,,NS(c1cncc(-c2nc3cccc(-c4ccccc4)c3c(NCc3ncccc3)n2)c1)(=O)=O
DB13059,PF-03814735,942487-16-3,6V5T4O5758,,CC(NCC(N([C@H]1CC2)[C@H]2c2c1ccc(Nc1nc(NC3CCC3)c(C(F)(F)F)cn1)c2)=O)=O
DB03373,ZK-806711,,,,CC(N(CC1)CCC1Oc(cc1)cc2c1nc(C)n2Cc1cc2cc(C(N)=[NH2+])ccc2cc1)=N
DB12706,Seletalisib,1362850-20-1,64CW205BDD,Seletalisib,[O-][n+]1cccc(-c2c([C@H](C(F)(F)F)Nc3ncnc4cccnc34)cc(cccc3Cl)c3n2)c1
DB15227,Tirabrutinib,1351636-18-4,LXG44NDL2T,Tirabrutinib,CC#CC(N(CC1)C[C@@H]1N(c(ncnc1N)c1N1c(cc2)ccc2Oc2ccccc2)C1=O)=O
DB11925,Vistusertib,1009298-59-2,0BSC3P4H5X,Vistusertib,C[C@@H](COCC1)N1c1c(ccc(-c2cccc(C(NC)=O)c2)n2)c2nc(N2[C@@H](C)COCC2)n1
