smiles,LogD,MW,PSA
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,-1.70,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,>-1.72,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,<-1.01,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,-0.72,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,>-0.55,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,<0.97,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,-1.44,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,>0.95,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,<-1.21,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,-0.27,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,>-0.64,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,<0.02,325.9892883,43.6000023
o1ncnc1c2cccnc2,0.31,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,>0.32,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,<-0.12,289.0586243,97.9899979
NCc1cnn(O)c1Br,0.74,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,>0.15,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,<0.17,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,-0.55,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,>-1.97,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,<0.01,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,-0.17,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,>-1.28,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,<-0.55,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,-0.40,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,>-1.99,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,<-1.91,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,-0.04,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,>-0.89,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,<0.41,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,-1.82,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,>-0.43,325.9892883,43.6000023
o1ncnc1c2cccnc2,<-1.61,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,-0.36,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,>0.21,289.0586243,97.9899979
NCc1cnn(O)c1Br,<-1.40,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,-1.51,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,>-0.02,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,<-0.38,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,0.09,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,>-1.13,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,<0.88,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,0.86,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,>-1.49,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,<0.91,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,0.57,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,>-0.74,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,<-0.39,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,-0.48,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,>0.31,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,<-0.83,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,-1.88,325.9892883,43.6000023
o1ncnc1c2cccnc2,>-0.83,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,<-0.26,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,-1.81,289.0586243,97.9899979
NCc1cnn(O)c1Br,>0.37,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,<-1.06,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,-0.18,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,>-0.06,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,<0.16,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,-0.39,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,>-0.52,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,<-0.03,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,0.29,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,>0.68,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,<-1.38,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,-0.45,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,>0.20,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,<-0.54,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,-0.82,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,>-0.20,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,<-1.05,325.9892883,43.6000023
o1ncnc1c2cccnc2,-1.24,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,>-1.41,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,<-0.93,289.0586243,97.9899979
NCc1cnn(O)c1Br,0.66,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,>-0.86,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,<-1.94,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,-0.26,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,>-0.72,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,<0.15,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,0.12,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,>-0.73,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,<0.58,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,-1.60,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,>-1.91,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,<-1.07,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,0.47,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,>0.49,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,<-1.80,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,-0.98,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,>-1.14,325.9892883,43.6000023
o1ncnc1c2cccnc2,<-1.16,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,0.18,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,>-1.43,289.0586243,97.9899979
NCc1cnn(O)c1Br,<-0.86,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,-0.99,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,>0.41,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,<-1.36,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,0.27,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,>-0.78,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,<0.45,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,-1.34,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,>0.66,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,<-1.47,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,0.76,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,>-0.92,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,<-1.97,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,-1.62,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,>-0.04,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,<-0.80,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,-1.78,325.9892883,43.6000023
o1ncnc1c2cccnc2,>-0.94,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,<0.32,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,-0.49,289.0586243,97.9899979
NCc1cnn(O)c1Br,>0.12,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,<-1.38,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,-1.91,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,>-1.83,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,<-1.97,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,-0.36,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,>-1.61,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,<-0.06,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,-1.16,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,>-0.65,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,<-1.18,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,-0.76,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,>-0.60,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,<-0.84,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,0.56,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,>0.87,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,<-1.06,325.9892883,43.6000023
o1ncnc1c2cccnc2,-1.87,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,>-0.09,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,<-0.08,289.0586243,97.9899979
NCc1cnn(O)c1Br,0.40,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,>-0.50,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,<-1.20,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,-0.70,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,>-0.32,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,<0.81,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,-0.31,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,>0.63,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,<-1.54,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,0.83,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,>0.61,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,<-0.03,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,0.69,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,>0.43,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,<0.11,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,-1.95,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,>0.42,325.9892883,43.6000023
o1ncnc1c2cccnc2,<-0.87,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,-0.64,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,>-1.62,289.0586243,97.9899979
NCc1cnn(O)c1Br,<-1.63,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,-0.80,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,>0.34,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,<-0.91,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,-0.65,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,>0.88,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,<0.35,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,0.21,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,>-0.55,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,<-1.86,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,-1.23,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,>-2.00,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,<0.67,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,0.85,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,>0.36,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,<-0.99,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,0.94,325.9892883,43.6000023
o1ncnc1c2cccnc2,>-1.62,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,<-0.51,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,-1.85,289.0586243,97.9899979
NCc1cnn(O)c1Br,>-1.64,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,<-0.82,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,0.54,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,>0.98,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,<0.10,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,-1.68,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,>-0.22,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,<-0.58,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,-0.75,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,>-0.93,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,<-0.06,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,0.13,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,>-0.29,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,<-0.89,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,-1.72,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,>-0.23,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,<0.16,325.9892883,43.6000023
o1ncnc1c2cccnc2,0.42,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,>-1.14,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,<-0.55,289.0586243,97.9899979
NCc1cnn(O)c1Br,0.99,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,>-0.13,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,<-0.76,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,-0.89,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,>-0.81,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,<-1.30,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,-1.62,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,>0.88,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,<0.64,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,-1.90,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,>-0.22,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,<-1.55,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,-0.56,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,>0.94,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,<-1.83,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,-0.06,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,>-1.38,325.9892883,43.6000023
o1ncnc1c2cccnc2,<0.83,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,0.22,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,>-0.22,289.0586243,97.9899979
NCc1cnn(O)c1Br,<0.55,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,-1.33,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,>-0.22,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,<0.12,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,-1.33,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,>0.35,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,<-0.44,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,-0.36,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,>-0.51,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,<-0.63,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,-1.10,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,>0.49,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,<0.94,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,-1.89,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,>0.33,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,<0.13,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,-0.86,325.9892883,43.6000023
o1ncnc1c2cccnc2,>0.47,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,<-1.46,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,0.25,289.0586243,97.9899979
NCc1cnn(O)c1Br,>-0.05,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,<0.07,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,0.04,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,>-1.41,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,<-0.86,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,0.95,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,>-0.62,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,<-1.37,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,0.09,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,>0.52,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,<-0.84,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,-1.58,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,>-1.28,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,<-0.87,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,-1.58,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,>-1.66,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,<-0.49,325.9892883,43.6000023
o1ncnc1c2cccnc2,-0.35,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,>-1.73,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,<-0.85,289.0586243,97.9899979
NCc1cnn(O)c1Br,-1.43,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,>0.61,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,<-0.56,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,-1.07,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,>0.13,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,<-0.20,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,0.73,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,>-1.67,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,<-0.83,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,-0.63,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,>-1.60,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,<-1.92,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,-0.42,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,>-0.42,187.9601898,93.9700012
