smiles,CHEMBL_ID,pIC50,pIC50_true
Fc1ccccc1Oc1nc(Nc2ccc(-c3nnn[nH]3)cc2)ncc1Cl,CHEMBL4443279,10.92,10.92
COc1cc(Br)cc2[nH]cc(-c3cnc(-c4ccc[nH]4)o3)c12,CHEMBL4446434,5.0,5.0
CC1(C)CC(NC(=O)c2ccc(Nc3ncc([N+](=O)[O-])c(Nc4ccc(O)cc4)n3)cc2)CC(C)(C)N1[O],CHEMBL4447241,9.23,9.23
Cc1cc2ncnn2cc1Nc1ncc2c(n1)n([C@H]1CC[C@H](O)CC1)c(=O)n2C,CHEMBL4447991,5.0,5.0
Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C(C)C,CHEMBL4448494,NA,4.522878745280337
COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(-c4ccc(N5CCN(C)CC5)cc4)n[nH]c3c1)C(=O)N2,CHEMBL4448596,6.0,6.0
CC1(C)CC(NC(=O)c2ccc(Nc3ncc(F)c(Nc4ccccc4Cl)n3)cc2)CC(C)(C)N1[O],CHEMBL4451940,NA,9.74
CC1(C)CC(NC(=O)c2ccc(Nc3ncc(Cl)c(Nc4ccccc4Cl)n3)cc2)CC(C)(C)N1[O],CHEMBL4455202,9.72,9.72
CC1(C)CC(NC(=O)c2ccc(Nc3ncc([N+](=O)[O-])c(Nc4cccc(Cl)c4)n3)cc2)CC(C)(C)N1[O],CHEMBL4457980,9.21,9.21
O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,CHEMBL445813,5.0,5.0
CC1(C)CC(NC(=O)c2ccc(Nc3ncc([N+](=O)[O-])c(Nc4ccc(C(=O)Nc5cccc(Cl)c5)cc4)n3)cc2)CC(C)(C)N1[O],CHEMBL4460717,9.96,9.96
COc1ccc(Oc2nc(Nc3ccc(-c4nnn[nH]4)cc3)ncc2Cl)cc1,CHEMBL4462759,10.92,10.92
COc1ccc2c(c1)[C@@]1(C[C@@H]1c1ccc3c(-c4ccc(N5CCN(C)CC5)nc4)n[nH]c3c1)C(=O)N2,CHEMBL4467348,6.150514997831991,6.150514997831991
COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(-c4ccc(N5CCN(CCO)CC5)cc4)n[nH]c3c1)C(=O)N2,CHEMBL4470693,NA,6.150514997831991
CC1(C)CC(NC(=O)c2ccc(Nc3ncc(Br)c(Nc4ccccc4Cl)n3)cc2)CC(C)(C)N1[O],CHEMBL4471448,NA,9.34
NS(=O)(=O)c1ccc(Nc2ncn(C(=O)c3c(F)cccc3F)n2)cc1,CHEMBL4474459,7.75,7.75
COc1cc(C2CN(C(=O)c3cc(COC[C@@H](O)CO)ccn3)C2)ccc1OCc1ccc(C2CC2)cc1,CHEMBL4474690,NA,6.0
COc1cc(Br)cc2[nH]cc(-c3cnc(-c4ccc(Br)[nH]4)o3)c12,CHEMBL4475097,5.0,5.0
CN1CCN(c2ccc(-c3n[nH]c4cc([C@@H]5C[C@@]56C(=O)Nc5ccc(F)cc56)ccc34)cn2)CC1,CHEMBL4475381,6.301029995663981,6.301029995663981
Cc1cc(Nc2nn(C(C)C)c(=O)c3cc(OCCN4CCOCC4)ccc23)n[nH]1,CHEMBL4475847,6.38,6.38
COc1cc2c(Oc3ccc(-c4cnc(Nc5ccc(F)cc5)n(C)c4=O)nc3)ccnc2cc1OCCCN1CCOCC1,CHEMBL447602,6.37,6.37
Fc1ccc(Oc2nc(Nc3ccc(-c4nnn[nH]4)cc3)ncc2Cl)cc1,CHEMBL4476212,NA,10.92
CC(=O)N1CCN(c2ccc(Nc3ncc(C(F)(F)F)c(N4Cc5cccc(N(C)S(C)(=O)=O)c5C4)n3)cc2)CC1,CHEMBL4476226,8.52,8.52
COc1cc(Br)cc2[nH]cc(-c3cnc(-c4cc(Br)c[nH]4)o3)c12,CHEMBL4476426,NA,5.0
CCc1cc(Nc2nccc(-c3c(-c4cccc(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1,CHEMBL448929,5.022276394711152,5.022276394711152
CCCCCCNc1ncnc2[nH]cnc12,CHEMBL449217,4.0,4.0
O=C1NCc2cccc(-c3cc4cc(OCCCO)ccc4[nH]3)c21,CHEMBL449663,7.0,7.0
COc1ccc(/C=N/Nc2[nH]nc(C)c2C(=O)N(C)Cc2ccccc2)cc1,CHEMBL451034,4.301029995663981,4.301029995663981
Cc1cc2ncnn2cc1Nc1ncc2c(n1)n([C@H]1CC[C@@](C)(O)CC1)c(=O)n2C,CHEMBL4513701,NA,5.0
COc1ccc(C2CC(c3ccc4ccccc4c3O)=NN2C(=S)Nc2cccc(OC)c2)cc1,CHEMBL4514298,3.978686634515305,3.978686634515305
Cc1cnc(Nc2ccc(-c3nnn[nH]3)cc2)nc1OC(C)C,CHEMBL4516559,NA,9.36
CC1(C)CC(NC(=O)c2ccc(Nc3ncc([N+](=O)[O-])c(Nc4ccc(C(=O)Nc5ccc(Cl)cc5)cc4)n3)cc2)CC(C)(C)N1[O],CHEMBL4516770,7.7,7.7
COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(-c4ccc(N5CCN(C)CC5)nc4)n[nH]c3c1)C(=O)N2,CHEMBL4516793,6.301029995663981,6.301029995663981
CC1(C)CC(NC(=O)c2ccc(Nc3ncc([N+](=O)[O-])c(Nc4ccccc4Cl)n3)cc2)CC(C)(C)N1[O],CHEMBL4520619,NA,8.73
Cc1cc(Nc2nc(Nc3ccc(C(=O)NC4CC(C)(C)N([O])C(C)(C)C4)cc3)ncc2F)no1,CHEMBL4522901,7.7,7.7
Cc1cc(Nc2nn(-c3ccc(Cl)cc3)c(=O)c3ccccc23)n[nH]1,CHEMBL452355,7.03,7.03
Cc1cc(-c2nc3cc4c(cc3[nH]2)C(C)(C)C(=O)N4)n[nH]1,CHEMBL452478,NA,6.75
CC1(C)CC(NC(=O)c2ccc(Nc3ncc([N+](=O)[O-])c(Nc4ccccc4O)n3)cc2)CC(C)(C)N1[O],CHEMBL4525614,8.07,8.07
CCN(CC)C(=O)c1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1,CHEMBL452727,4.0,4.0
COc1ccc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2)cc1,CHEMBL452812,NA,4.8
CN1CCC(NC(=O)c2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1,CHEMBL4528809,8.64,8.64
COc1cc(C2=C(c3cn(CC(O)CO)c4ccccc34)CNC2=O)cc(OC)c1OC,CHEMBL453593,4.33,4.33
COc1cc2c(Oc3ccc(-c4cnc(Nc5ccc(F)cc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,CHEMBL453737,6.698970004336019,6.698970004336019
CCOC(=O)c1c(C)n[nH]c1N/N=C/c1ccc2[nH]ccc2c1,CHEMBL454390,4.94,4.94
Cc1cc(-c2cc3ccccc3[nH]2)n[nH]1,CHEMBL454457,NA,5.96
CN1CCN(c2ccc(-c3n[nH]c4cc([C@@H]5C[C@@]56C(=O)Nc5ccccc56)ccc34)cn2)CC1,CHEMBL4546145,6.26,6.26
COc1cc(Br)cc2[nH]c(I)c(-c3cnc(-c4ccc[nH]4)o3)c12,CHEMBL4548361,5.0,5.0
CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Br)C2=O)COc2ccccc21,CHEMBL4549667,6.0,6.0
CCOC(=O)c1c(C)n[nH]c1N/N=C/c1ccc(OC)cc1,CHEMBL455177,4.82,4.82
CCOC(=O)c1c(C)n[nH]c1N/N=C/c1cccc2[nH]ccc12,CHEMBL455180,4.86,4.86
COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(-c4ccc(N5CCNCC5)cc4)n[nH]c3c1)C(=O)N2,CHEMBL4553351,NA,6.150514997831991
CN1C(=O)c2sccc2N(C)c2nc(Nc3ccc(S(N)(=O)=O)cc3)ncc21,CHEMBL4554938,NA,7.71
COc1cc(Br)cc2[nH]cc(-c3oc(-c4ccc[nH]4)nc3I)c12,CHEMBL4555884,5.0,5.0
Cl.Cn1nccc1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)c(F)c1,CHEMBL4556790,5.0,5.0
Cc1ccc2c(c1)nc(CCN1C(=O)c3cccc4cccc(c34)C1=O)n2-c1ccncc1,CHEMBL4558162,NA,5.0
Cc1cc2ncnn2cc1Nc1ncc2c(n1)n(C1CCCCC1)c(=O)n2C,CHEMBL4560221,NA,5.4
COc1ncc(-c2cc3c(c(NC(=O)CN4CCOCC4)c2)COC3)cc1NS(C)(=O)=O,CHEMBL4561692,5.0,5.0
CC1(C)CC(NC(=O)c2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC(C)(C)N1[O],CHEMBL4563026,9.16,9.16
Cc1cnc(-c2cc(Cl)ccc2F)cc1-n1c(=O)n(CC(N)=O)c2cnccc21,CHEMBL4564126,5.301029995663981,5.301029995663981
COc1cc2c(-c3cnc(-c4ccc[nH]4)o3)c[nH]c2cc1Br,CHEMBL4564337,4.66,4.66
CNc1nccc(-c2cccnc2Oc2ccc(Nc3nc4ccccc4o3)c3ccccc23)n1,CHEMBL456463,NA,6.85
CNc1nccc(-c2cccnc2Oc2ccc(Nc3nc4ccccc4s3)c3ccccc23)n1,CHEMBL456683,6.42,6.42
COc1cc2[nH]c3ncnc(N4CCN(C(=S)Nc5ccc(S(=O)(=O)Nc6ncccn6)cc5)CC4)c3c2cc1OC,CHEMBL456689,6.05,6.05
CNc1nccc(-c2cccnc2Oc2ccc(NC(=O)Nc3ccccc3)c3ccccc23)n1,CHEMBL457099,NA,7.28
CCc1ccc2c(c1)c(=O)c(C(=O)Nc1ccc(Oc3ncnc4cc(OC)c(OC)cc34)c(F)c1)c(C)n2C,CHEMBL4571241,6.72,6.72
Cc1ccc(-c2nn(-c3ccccc3)cc2C(=O)NOCc2ccccc2F)cc1,CHEMBL4575118,5.08,5.08
CCc1ccccc1C(=O)Nc1n[nH]c2c(C)c(F)c(C3C(C#N)=C(C)N(C)C(C)=C3C#N)cc12,CHEMBL4580220,6.32,6.32
CNc1nccc(-c2cccnc2Oc2c(C)cc(Nc3nc4ccccc4[nH]3)c3ccccc23)n1,CHEMBL458023,NA,7.545
Cc1cc2ncnn2cc1Nc1ncc2c(n1)n([C@H]1CC[C@](C)(O)CC1)c(=O)n2C,CHEMBL4581254,5.0,5.0
O=C(Nc1ccccc1)Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1,CHEMBL458420,NA,7.92
O=C(Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1)Nc1c(F)cccc1F,CHEMBL458421,8.82,8.82
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,CHEMBL458997,NA,8.4
COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(-c4ccc(N5CCOCC5)nc4)n[nH]c3c1)C(=O)N2,CHEMBL4590185,NA,6.301029995663981
CN1CCN(c2ccnc(Nc3ccc(-c4nc5ccccc5s4)cc3)n2)CC1,CHEMBL459886,6.08,6.08
O=C(Nc1ccc(CCNc2ncnc3ccsc23)cc1)c1cccc(C(F)(F)F)c1,CHEMBL459888,5.5,5.5
COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1,CHEMBL460472,NA,6.0
COc1ccc(/C=N/Nc2[nH]nc(C)c2C(=O)NCc2ccccc2)cc1,CHEMBL460720,5.8,5.8
COc1ccc(/C=N/Nc2[nH]nc(C)c2C(=O)NCCc2c[nH]cn2)cc1,CHEMBL460728,5.71,5.71
COc1ccc(/C=N/Nc2[nH]nc(C)c2C(=O)NCc2cccc(NC(C)=O)c2)cc1,CHEMBL460905,5.76,5.76
Cc1cc(Nc2ccnc(Nc3ccc(-c4nc5ccccc5s4)cc3)n2)n[nH]1,CHEMBL461109,NA,6.43
COc1cc(Nc2nccc(Nc3cc(C)[nH]n3)n2)ccc1-c1nc2ccccc2s1,CHEMBL461110,6.5,6.5
Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)Nc1ccccc1,CHEMBL461114,4.0,4.0
COc1ccc(CCNC(=O)c2c(N)ncnc2Nc2ccc(OCc3ccccc3)c(Cl)c2)cc1,CHEMBL461115,4.0,4.0
O=c1[nH]cnc2[nH]c(-c3ccnc(/C=C/c4ccc(CN5CCOCC5)cc4)c3)cc12,CHEMBL461139,NA,7.03
CN(C)CCOc1ccc(/C=C/c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1,CHEMBL461140,6.55,6.55
COc1ccc(/C=N/Nc2[nH]nc(C)c2C(=O)NCCc2ccccc2)cc1,CHEMBL461599,5.87,5.87
COc1ccc(/C=N/Nc2[nH]nc(C)c2C(=O)NCc2ccc(OC)cc2)cc1,CHEMBL461784,NA,5.79
COc1ccc(/C=N/Nc2[nH]nc(C)c2C(=O)NCc2cccc(OC)c2)cc1,CHEMBL461785,NA,6.08
COc1ccc(/C=N/Nc2[nH]nc(C)c2C(=O)Nc2ccccc2)cc1,CHEMBL461954,6.09,6.09
COc1ccc(/C=N/Nc2[nH]nc(C)c2C(=O)N(C)c2ccccc2)cc1,CHEMBL461955,4.301029995663981,4.301029995663981
COc1ccc(/C=N/Nc2[nH]nc(C)c2C(=O)NCCCc2ccccc2)cc1,CHEMBL461972,5.71,5.71
Cc1cc(Nc2cc(Nc3ccc(-c4nc5ccccc5s4)cc3)ccn2)n[nH]1,CHEMBL461991,NA,5.89
O=C(Nc1cccc(C(F)(F)F)c1)c1ccc(CCNc2ncnc3ccsc23)cc1,CHEMBL461995,NA,4.698970004336019
O=C(Nc1ccc(CCNc2ncnc3ccsc23)cc1)Nc1cccc(C(F)(F)F)c1,CHEMBL461999,5.92,5.92
O=C(Nc1cccc(CCNc2ncnc3ccsc23)c1)Nc1cccc(C(F)(F)F)c1,CHEMBL462000,4.698970004336019,4.698970004336019
CNc1ccnc(Nc2ccc(-c3nc4ccccc4s3)cc2)n1,CHEMBL462160,NA,5.82
CN(C)c1ccnc(Nc2ccc(-c3nc4ccccc4s3)cc2)n1,CHEMBL462161,5.0,5.0
COc1cc(Nc2ncnc3[nH]ccc23)ccc1-c1nc2ccccc2s1,CHEMBL462162,NA,5.0
COc1cc2nccc(Oc3ccc4c(NC(=O)c5cccc(C(F)(F)F)c5)nn(C)c4c3)c2cc1OC,CHEMBL462168,NA,6.12
COc1nc(Nc2ccc(-c3nc4ccccc4s3)cc2)c2cc[nH]c2n1,CHEMBL462338,5.0,5.0
Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)NCCN1CCCCC1,CHEMBL462343,4.0,4.0
O=C(Nc1cccc(C(F)(F)F)c1)Nc1cn(CCNc2ncnc3ccsc23)cn1,CHEMBL462354,5.92,5.92
CNc1nccc(-c2cccnc2Oc2ccc(Nc3nc4ccc(C(F)(F)F)cc4[nH]3)c3ccccc23)n1,CHEMBL463323,7.8,7.8
Cc1noc(C)c1-c1cnc(N)c(Oc2ccc(C(=O)N3CCN(C)CC3)cc2)n1,CHEMBL4633273,NA,6.84
C[C@@H]1C[C@H]1C(=O)N1CCN(c2cnc(C#N)c(-c3cnn(C)c3)n2)C[C@H]1C,CHEMBL4634634,4.8,4.8
CCOC(=O)c1cnc2cc(Cl)cc(Cl)c2c1Nc1cccc(S(N)(=O)=O)c1,CHEMBL4635411,5.12,5.12
Cc1noc(C)c1-c1cnc(N)c(Oc2ccc(C(=O)NC3CCCCC3)cc2)n1,CHEMBL4635731,NA,6.64
Cc1noc(C)c1-c1cnc(N)c(Oc2ccc(C(=O)Nc3ccc(Cl)cc3)cc2)n1,CHEMBL4636044,NA,6.34
CCOC(=O)c1cnc2cc(Cl)cc(Cl)c2c1Nc1cccc(S(=O)(=O)NC)c1,CHEMBL4637300,6.03,6.03
Cc1noc(C)c1-c1cnc(N)c(Oc2ccc(C(=O)Nc3ccccc3)cc2)n1,CHEMBL4640055,6.66,6.66
CNc1cc(Nc2ccc(-c3nc4ccccc4s3)cc2)ccn1,CHEMBL464014,NA,5.0
CCOC(=O)c1cnc2ccc(Br)cc2c1Nc1cccc(NS(C)(=O)=O)c1,CHEMBL4640153,5.75,5.75
CCOC(=O)c1cnc2ccccc2c1Nc1cccc(NS(C)(=O)=O)c1,CHEMBL4641064,NA,4.87
CNC(=O)c1cc(Nc2ccc(-c3nc4ccccc4s3)cc2)ccn1,CHEMBL464210,5.0,5.0
Cn1cc(-c2cnc(N)c(Oc3ccc(C(=O)Nc4ccc(Cl)cc4)cc3)n2)cn1,CHEMBL4642258,6.72,6.72
Cn1cc(-c2cnc(N)c(Oc3ccc(C(=O)Nc4cccc(Cl)c4)cc3)n2)cn1,CHEMBL4644226,NA,6.18
CCOC(=O)c1cnc2ccccc2c1Nc1cccc(S(N)(=O)=O)c1,CHEMBL4645551,4.78,4.78
CCOC(=O)c1cnc2ccc(C)cc2c1Nc1cccc(NS(C)(=O)=O)c1,CHEMBL4645713,NA,6.01
Cn1cc(-c2cnc(N)c(Oc3ccc(C(=O)Nc4ccccc4)cc3)n2)cn1,CHEMBL4646357,6.66,6.66
O=C(Cc1ccc(Nc2nccc(NC3CCCC3)n2)cc1)NC1CCCCC1,CHEMBL4646386,NA,6.51
Cc1noc(C)c1-c1cnc(N)c(Oc2ccc(C(=O)Nc3cccc(Cl)c3)cc2)n1,CHEMBL4647086,7.05,7.05
Cc1noc(C)c1-c1cnc(N)c(Oc2ccc(C(=O)N3CCOCC3)cc2)n1,CHEMBL4647800,6.76,6.76
CS(=O)(=O)c1ccc(CNCc2cc(C(=O)O)c(Nc3ccc(I)cc3F)c(F)c2F)cc1,CHEMBL465465,6.0,6.0
CNc1nccc(-c2cccnc2Oc2ccc(Nc3nc4ccccc4[nH]3)c3ccccc23)n1,CHEMBL465793,NA,7.72
CCc1cc(Nc2nccc(-c3c(-c4ccc(OC)c(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1,CHEMBL466397,5.823908740944319,5.823908740944319
CCN1C(=O)C(C)(C)c2cc3[nH]c(-c4cc(C)[nH]n4)nc3cc21,CHEMBL469197,7.16,7.16
Cc1[nH]nc2c1Cc1c-2[nH]c2ccccc12,CHEMBL469204,NA,6.06
Cc1[nH]nc2c1CCCc1c-2[nH]c2cc3c(cc12)NC(=O)C3(C)C,CHEMBL469205,8.7,8.7
Cc1[nH]nc2c1CCCc1c-2[nH]c2cc3c(cc12)C(C)(C)C(=O)N3,CHEMBL469206,7.14,7.14
COc1cccc(NC(=O)Nc2ncc(CCNc3ncnc4ccsc34)s2)c1,CHEMBL470119,7.3,7.3
Cc1cc(Nc2nn(CC(F)(F)F)c(=O)c3ccccc23)n[nH]1,CHEMBL470718,7.18,7.18
O=C(Cc1cccc(C(F)(F)F)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,CHEMBL471169,5.0,5.0
C#Cc1cccc(NC(=O)Nc2ncc(CCNc3ncnc4ccsc34)s2)c1,CHEMBL471337,7.39,7.39
O=C(Cc1ncc(CCNc2ncnc3ccsc23)s1)Nc1cccc(C(F)(F)F)c1,CHEMBL471511,5.31,5.31
O=C(Nc1cccc(C(F)(F)F)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,CHEMBL472193,7.66,7.66
O=C(Nc1ncc(CCNc2ncnc3ccsc23)s1)c1cccc(C(F)(F)F)c1,CHEMBL472194,NA,5.6
O=C(Nc1ccccc1)Nc1ncc(CCNc2ncnc3ccsc23)s1,CHEMBL472202,7.28,7.28
CN(C(=O)Nc1ncc(CCNc2ncnc3ccsc23)s1)c1ccccc1,CHEMBL472203,5.14,5.14
O=C(Nc1ccc(Cl)cc1)Nc1ncc(CCNc2ncnc3ccsc23)s1,CHEMBL472377,NA,7.41
Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)OCc1cccc(F)c1,CHEMBL472382,NA,4.0
COc1ccc(NC(=O)c2c(N)ncnc2Nc2ccc(OCc3ccccc3)c(Cl)c2)cc1,CHEMBL472383,5.0,5.0
Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)NNC(=O)CCN1CCOCC1,CHEMBL472544,4.0,4.0
Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1-c1nnc(CCN2CCOCC2)o1,CHEMBL472545,4.0,4.0
O=C(Nc1ncc(CCNc2ncnc3ccsc23)s1)Nc1ccccc1Cl,CHEMBL472546,6.55,6.55
c1ccc2sc(-c3ccc(Nc4ncnc5ccsc45)cc3)nc2c1,CHEMBL472946,NA,5.55
COC(=O)c1cccc2c1C(=O)NC2,CHEMBL473040,NA,4.0
COc1ccc(/C=N/Nc2[nH]nc(C)c2C(=O)Nc2ccc(OC)c(OC)c2)cc1,CHEMBL473131,6.02,6.02
COc1ccc(/C=N/Nc2[nH]nc(C)c2C(=O)Nc2ccc(F)cc2)cc1,CHEMBL473333,5.84,5.84
COc1ccc(/C=N/Nc2[nH]nc(C)c2C(=O)Nc2ccc(NC(C)=O)cc2)cc1,CHEMBL473334,6.14,6.14
COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)c(O)c3)c2cc1OC,CHEMBL473351,5.0,5.0
Cc1cc2c(Nc3ccc(-c4nc5ccccc5s4)cc3)ncnc2cc1Cl,CHEMBL473354,5.57,5.57
COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)c(OC)c3)c2cc1OC,CHEMBL473553,NA,5.0
COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)cc3)c2cc1OC,CHEMBL473556,6.46,6.46
Fc1cc(-c2nc3ccccc3s2)ccc1Nc1ncnc2cc(Cl)ccc12,CHEMBL473557,NA,5.0
COc1cc2nc(Nc3cc(C)[nH]n3)nc(Nc3ccc(-c4nc5ccccc5s4)cc3)c2cc1OC,CHEMBL473761,5.22,5.22
COc1ccc(/C=N/Nc2[nH]nc(C)c2C(=O)NCCc2cccc(OC)c2)cc1,CHEMBL473948,5.54,5.54
CCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COC(=O)CCCC(=O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O,CHEMBL4742648,NA,3.266000713461613
COc1cccc(Cn2cnc3ccc(-c4cn[nH]c4)cc3c2=O)c1,CHEMBL4742990,NA,7.96
COc1ccc(/C=N/Nc2[nH]nc(C)c2C(=O)Nc2cccc(OC)c2)cc1,CHEMBL474344,6.35,6.35
Clc1cc(Nc2ncnc3ccsc23)ccc1-c1nc2ccccc2s1,CHEMBL474346,5.0,5.0
Fc1cc(-c2nc3ccccc3s2)ccc1Nc1ncnc2ccsc12,CHEMBL474347,5.4,5.4
O=C(Nc1c[nH]nc1-c1nc(-c2ccc(CN3CCOCC3)cc2)c[nH]1)c1ccc([N+](=O)[O-])cc1,CHEMBL4744513,6.33,6.33
COc1cccc(Cn2ncc3ccc(-c4cn[nH]c4)cc3c2=O)c1,CHEMBL4744858,6.86,6.86
COc1ccc(/C=N/Nc2[nH]nc(C)c2C(=O)Nc2ccccc2OC)cc1,CHEMBL474540,5.96,5.96
Clc1ccc2c(Nc3ccc(-c4nc5ccccc5s4)cc3)ccnc2c1,CHEMBL474543,5.24,5.24
COc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1-c1nc2ccccc2s1,CHEMBL474544,NA,5.0
CCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COC(=O)CCC(=O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O,CHEMBL4745854,3.303643611266668,3.303643611266668
Cc1cc(Nc2nn(CC(=O)c3ccccc3)c(=O)c3ccccc23)n[nH]1,CHEMBL474651,NA,7.15
CNC(=O)[C@H](O)C(C)(C)COC(=O)CCC(=O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O,CHEMBL4748202,NA,2.886056647693163
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O)[C@H](O)C(=O)NCCC(=O)NCCS,CHEMBL4750759,4.77,4.77
COc1ccc(C(=O)Nc2c[nH]nc2-c2nc(-c3ccc(CN4CCCCC4)cc3)c[nH]2)cc1,CHEMBL4750823,NA,5.82
CCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)(O)O,CHEMBL4752126,3.795880017344075,3.795880017344075
COc1nc(Nc2ccc(-c3nc4ccccc4s3)c(OC)c2)c2cc[nH]c2n1,CHEMBL475351,5.0,5.0
COc1cc(Nc2ncnc3[nH]cnc23)ccc1-c1nc2ccccc2s1,CHEMBL475352,5.24,5.24
Nc1ncnc2c1ncn2[C@H]1O[C@@H](CNC(=O)CC(=O)O)[C@H](O)[C@@H]1O,CHEMBL4754114,3.040958607678906,3.040958607678906
CNC(=O)CCNC(=O)[C@H](O)C(C)(C)COC(=O)CCC(=O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O,CHEMBL4754844,2.853871964321762,2.853871964321762
O=C1C=CC2(C=C1)OCC(=O)N2c1nc(-c2cccc3ccccc23)nn1-c1ccccc1,CHEMBL4756015,4.0,4.0
CCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COC(=O)CC(=O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O,CHEMBL4756152,NA,2.886056647693163
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)(O)O)[C@H](O)C(=O)NCCC(=O)NCCS,CHEMBL4756598,5.3,5.3
Nc1ncc(-c2ccc(C(=O)O)cc2)cc1-c1ccc(Cl)cc1,CHEMBL4757082,4.522878745280337,4.522878745280337
O=C(Nc1c[nH]nc1-c1nc(-c2ccc(CN3CCOCC3)cc2)c[nH]1)c1cccc(Cl)c1,CHEMBL4758261,6.03,6.03
NC(=O)c1sc2c([N+](=O)[O-])cc(C(F)(F)F)cc2[n+]1[O-],CHEMBL476124,4.0,4.0
O=C(Nc1c[nH]nc1-c1nc(-c2ccc(CN3CCOCC3)cc2)c[nH]1)c1ccc(Cl)cc1,CHEMBL4763483,NA,5.6
Cl.NCCO/N=C1C(=C2/C(=O)Nc3ccc([N+](=O)[O-])cc32)/Nc2ccc(O)cc2/1,CHEMBL4763626,6.65,6.65
CC(C)(COC(=O)CCC(=O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O)[C@@H](O)C(=O)NCCC(=O)NCCS,CHEMBL4777408,3.9318141382538383,3.9318141382538383
COc1ccc(C(=O)Nc2c[nH]nc2-c2nc(-c3ccc(CN4CCOCC4)cc3)c[nH]2)cc1,CHEMBL4782433,6.45,6.45
CC(C)(C)COC(=O)CCC(=O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O,CHEMBL4783213,3.3665315444204134,3.3665315444204134
