Hit,Target
1354163,TRG-74
1354163,TRG-67
1354164,TRG-55
1354164,TRG-68
1354164,TRG-50
1354164,TRG-94
1354164,TRG-49
1354164,TRG-27
1354165,TRG-93
1354165,TRG-32
1354165,TRG-9
1354165,TRG-41
1354165,TRG-68
1354166,TRG-2
1354166,TRG-33
1354166,TRG-46
1354166,TRG-54
1354166,TRG-2
1354166,TRG-84
1354167,TRG-15
1354167,TRG-61
1354167,TRG-79
1354167,TRG-79
1354168,TRG-82
1354168,TRG-80
1354168,TRG-67
1354168,TRG-0
1354169,TRG-14
1354170,TRG-9
1354170,TRG-9
1354170,TRG-13
1354171,TRG-48
1354171,TRG-55
1354171,TRG-45
1354171,TRG-46
1354171,TRG-5
1354171,TRG-37
1354171,TRG-21
1354171,TRG-54
1354171,TRG-33
1354172,TRG-60
1354172,TRG-9
1354173,TRG-87
1354173,TRG-67
1354173,TRG-99
1354174,TRG-1
1354174,TRG-77
1354174,TRG-14
1354175,TRG-27
1354176,TRG-92
1354176,TRG-96
1354176,TRG-67
1354176,TRG-58
1354176,TRG-32
1354176,TRG-12
1354177,TRG-79
1354177,TRG-86
1354177,TRG-41
1354177,TRG-27
1354177,TRG-35
1354177,TRG-79
1354178,TRG-51
1354178,TRG-15
1354178,TRG-97
1354178,TRG-34
1354178,TRG-65
1354178,TRG-88
1354178,TRG-32
1354178,TRG-93
1354179,TRG-41
1354179,TRG-43
1354179,TRG-51
1354180,TRG-32
1354180,TRG-14
1354180,TRG-54
1354180,TRG-57
1354181,TRG-22
1354181,TRG-28
1354181,TRG-51
1354181,TRG-5
1354198,TRG-57
1354198,TRG-71
1354198,TRG-68
1354198,TRG-8
1354198,TRG-40
1354198,TRG-94
1354182,TRG-57
1354182,TRG-77
1354182,TRG-81
1354182,TRG-78
1354182,TRG-24
1354182,TRG-94
1354182,TRG-2
1354182,TRG-4
1354183,TRG-23
1354183,TRG-70
1354183,TRG-80
1354183,TRG-96
1354184,TRG-25
1354184,TRG-7
1354184,TRG-26
1354184,TRG-8
1354184,TRG-80
1354184,TRG-49
1354184,TRG-87
1354184,TRG-61
1354184,TRG-0
1354186,TRG-88
1354199,TRG-50
1354199,TRG-94
1354199,TRG-69
1354199,TRG-22
1354199,TRG-71
1354187,TRG-55
1354187,TRG-4
1354187,TRG-40
1354187,TRG-13
1354187,TRG-97
1354187,TRG-43
1354188,TRG-51
1354188,TRG-70
1354188,TRG-94
1354188,TRG-89
1354188,TRG-73
1354188,TRG-36
1354189,TRG-87
1354189,TRG-40
1354189,TRG-78
1354189,TRG-57
1354189,TRG-89
1354190,TRG-4
1354190,TRG-82
1354190,TRG-74
1354190,TRG-92
1354190,TRG-13
1354190,TRG-30
1354191,TRG-61
1354191,TRG-55
1354191,TRG-86
1354191,TRG-10
1354191,TRG-97
1354191,TRG-97
1354191,TRG-79
1354192,TRG-62
1354192,TRG-1
1354192,TRG-26
1354192,TRG-74
1354246,TRG-36
1354246,TRG-80
1354246,TRG-18
1354246,TRG-99
1354200,TRG-77
1354200,TRG-76
1354200,TRG-54
1354200,TRG-17
1354200,TRG-42
1354200,TRG-48
1354200,TRG-5
1354201,TRG-53
1354201,TRG-0
1354201,TRG-49
1354202,TRG-29
1354202,TRG-14
1354203,TRG-58
1354203,TRG-2
1354204,TRG-90
1354204,TRG-68
1354205,TRG-69
1354205,TRG-40
1354205,TRG-24
1354205,TRG-16
1354206,TRG-89
1354206,TRG-62
1354206,TRG-69
1354206,TRG-38
1354206,TRG-10
1354206,TRG-36
1354207,TRG-91
1354207,TRG-60
1354207,TRG-13
1354207,TRG-35
1354207,TRG-65
1354207,TRG-36
1354207,TRG-0
1354207,TRG-60
1354207,TRG-12
1354208,TRG-72
1354208,TRG-79
1354209,TRG-49
1354209,TRG-42
1354209,TRG-74
1354209,TRG-63
1354209,TRG-32
1354209,TRG-33
1354209,TRG-51
1354209,TRG-51
1354209,TRG-8
1354210,TRG-59
1354210,TRG-84
1354210,TRG-87
1354210,TRG-77
1354210,TRG-24
1354211,TRG-6
1354212,TRG-47
1354212,TRG-84
1354212,TRG-3
1354212,TRG-32
1354214,TRG-71
1354214,TRG-80
1354214,TRG-88
1354214,TRG-65
1354214,TRG-26
1354215,TRG-94
1354216,TRG-6
1354216,TRG-29
1354216,TRG-11
1354216,TRG-50
1354216,TRG-10
1354216,TRG-79
1354217,TRG-72
1354217,TRG-39
1354217,TRG-68
1354217,TRG-55
1354218,TRG-68
1354220,TRG-42
1354221,TRG-48
1354221,TRG-48
1354221,TRG-10
1354222,TRG-88
1354222,TRG-18
1354222,TRG-33
1354222,TRG-29
1354222,TRG-83
1354222,TRG-36
1354222,TRG-70
1354223,TRG-24
1354223,TRG-15
1354223,TRG-1
1354223,TRG-75
1354223,TRG-81
1354224,TRG-26
1354224,TRG-36
1354224,TRG-55
1354224,TRG-18
1354224,TRG-10
1354224,TRG-75
1354224,TRG-51
1354224,TRG-8
1354225,TRG-51
1354225,TRG-82
1354225,TRG-21
1354225,TRG-48
1354225,TRG-23
1354225,TRG-81
1354225,TRG-36
1354225,TRG-81
1354225,TRG-77
1354226,TRG-51
1354226,TRG-92
1354226,TRG-76
1354226,TRG-47
1354226,TRG-24
1354226,TRG-7
1354227,TRG-54
1354229,TRG-45
1354229,TRG-89
1354229,TRG-71
1354229,TRG-27
1354229,TRG-71
1354229,TRG-41
1354229,TRG-67
1354230,TRG-75
1354230,TRG-83
1354230,TRG-94
1354230,TRG-50
1354231,TRG-87
1354231,TRG-2
1354232,TRG-78
1354232,TRG-2
1354232,TRG-64
1354233,TRG-80
1354233,TRG-88
1354233,TRG-71
1354233,TRG-62
1354234,TRG-27
1354234,TRG-94
1354234,TRG-33
1354248,TRG-32
1354248,TRG-73
1354248,TRG-46
1354248,TRG-29
1354235,TRG-78
1354235,TRG-62
1354236,TRG-12
1354236,TRG-90
1354236,TRG-93
1354236,TRG-7
1354236,TRG-95
1354236,TRG-10
1354236,TRG-90
1354237,TRG-65
1354238,TRG-56
1354238,TRG-55
1354238,TRG-88
1354238,TRG-99
1354238,TRG-28
1354238,TRG-71
1354238,TRG-40
1354238,TRG-2
1354238,TRG-10
1354249,TRG-58
1354249,TRG-91
1354249,TRG-2
1354249,TRG-5
1354239,TRG-51
1354240,TRG-69
1354240,TRG-23
1354241,TRG-42
1354241,TRG-83
1354241,TRG-71
1354241,TRG-83
1354241,TRG-91
1354241,TRG-24
1354241,TRG-11
1354241,TRG-98
1354242,TRG-54
1354242,TRG-60
1354242,TRG-16
1354242,TRG-51
1354244,TRG-25
1354245,TRG-27
1354245,TRG-17
1354250,TRG-47
1354251,TRG-17
1354251,TRG-4
1354251,TRG-4
1354251,TRG-77
1354251,TRG-62
1354253,TRG-85
1354253,TRG-37
1354253,TRG-3
1354253,TRG-61
1354253,TRG-26
1354254,TRG-58
1354254,TRG-18
1354254,TRG-51
1354254,TRG-11
1354254,TRG-29
1354255,TRG-54
1354255,TRG-64
1354255,TRG-92
1354255,TRG-2
1354255,TRG-68
1354255,TRG-99
1354255,TRG-85
1354255,TRG-53
1354256,TRG-20
1354256,TRG-62
1354256,TRG-2
1354256,TRG-7
1354256,TRG-52
1354257,TRG-87
1354257,TRG-18
1354257,TRG-44
1354257,TRG-46
1354259,TRG-94
1354260,TRG-96
1354261,TRG-50
1354261,TRG-56
1354261,TRG-83
1354261,TRG-61
1354262,TRG-24
1354263,TRG-75
1354263,TRG-19
1354263,TRG-94
1354263,TRG-65
1354263,TRG-52
1354263,TRG-88
1354264,TRG-22
1354264,TRG-90
1354264,TRG-6
1354264,TRG-55
1354264,TRG-79
1354264,TRG-65
1354264,TRG-29
1354264,TRG-86
1356749,TRG-17
1356749,TRG-52
1354265,TRG-35
1354265,TRG-72
1354265,TRG-47
1354265,TRG-4
1354265,TRG-26
1354265,TRG-57
1354265,TRG-27
1354265,TRG-56
1354266,TRG-83
1354266,TRG-99
1354266,TRG-32
1354266,TRG-61
1354266,TRG-43
1354266,TRG-23
1354266,TRG-33
1354266,TRG-57
1354267,TRG-68
1354267,TRG-94
1354268,TRG-26
1354268,TRG-27
1354268,TRG-17
1354268,TRG-48
1354268,TRG-13
1354268,TRG-32
1354268,TRG-8
1354268,TRG-66
1354269,TRG-69
1354270,TRG-82
1354270,TRG-16
1354270,TRG-0
1354270,TRG-50
1354270,TRG-64
1354270,TRG-96
1354270,TRG-83
1354270,TRG-79
1354271,TRG-63
1354271,TRG-49
1354271,TRG-56
1354271,TRG-92
1354271,TRG-46
1354272,TRG-77
1354272,TRG-27
1354272,TRG-64
1354272,TRG-79
1354272,TRG-18
1354272,TRG-13
1354272,TRG-22
1354272,TRG-85
1354273,TRG-62
1354273,TRG-73
1354274,TRG-70
1354274,TRG-98
1354274,TRG-65
1354274,TRG-57
1354274,TRG-45
1354275,TRG-81
1354275,TRG-86
1354275,TRG-2
1354275,TRG-67
1354276,TRG-28
1354276,TRG-5
1354282,TRG-81
1354282,TRG-66
1354282,TRG-78
1354282,TRG-42
1354282,TRG-31
1354282,TRG-29
1354277,TRG-57
1354277,TRG-25
1354278,TRG-91
1354278,TRG-38
1354278,TRG-40
1354278,TRG-61
1354278,TRG-8
1354278,TRG-38
1354278,TRG-81
1354278,TRG-78
1354279,TRG-93
1354279,TRG-20
1354279,TRG-18
1354279,TRG-96
1354279,TRG-6
1354280,TRG-80
1354280,TRG-87
1354280,TRG-96
1354280,TRG-96
1354280,TRG-49
1354280,TRG-12
1354280,TRG-82
1354281,TRG-20
1354281,TRG-27
1354281,TRG-43
1354281,TRG-84
1354281,TRG-48
1354281,TRG-25
1354281,TRG-47
1354281,TRG-47
1354281,TRG-87
1354283,TRG-42
1354283,TRG-67
1354283,TRG-36
1354283,TRG-85
1354283,TRG-41
1354283,TRG-71
1354283,TRG-43
1354283,TRG-10
1354283,TRG-6
1354285,TRG-72
1354286,TRG-26
1354286,TRG-88
1354286,TRG-15
1354286,TRG-60
1354286,TRG-19
1354286,TRG-50
1354318,TRG-20
1354318,TRG-77
1354318,TRG-14
1354287,TRG-18
1354287,TRG-35
1354287,TRG-51
1354287,TRG-36
1354287,TRG-66
1354287,TRG-82
1354287,TRG-69
1354287,TRG-30
1354287,TRG-56
1354288,TRG-85
1354288,TRG-22
1354288,TRG-45
1354288,TRG-23
1354289,TRG-50
1354290,TRG-76
1354291,TRG-24
1354291,TRG-40
1354291,TRG-81
1354291,TRG-42
1354291,TRG-13
1354291,TRG-88
1354292,TRG-5
1354292,TRG-95
1354292,TRG-5
1354292,TRG-94
1354292,TRG-54
1354292,TRG-8
1354292,TRG-34
1354292,TRG-44
1354292,TRG-23
1354293,TRG-73
1354294,TRG-66
1354294,TRG-22
1354294,TRG-89
1354294,TRG-72
1354294,TRG-63
1354294,TRG-45
1354319,TRG-50
1354319,TRG-97
1354319,TRG-65
1354319,TRG-61
1354295,TRG-69
1354295,TRG-4
1354295,TRG-71
1354295,TRG-63
1354295,TRG-17
1354296,TRG-40
1354296,TRG-98
1354297,TRG-3
1354297,TRG-8
1354297,TRG-42
1354297,TRG-20
1354297,TRG-6
1354297,TRG-86
1354297,TRG-70
1354297,TRG-56
1354298,TRG-77
1354298,TRG-41
1354299,TRG-74
1354299,TRG-12
1354299,TRG-56
1354300,TRG-24
1354300,TRG-39
1354300,TRG-77
1354301,TRG-88
1354301,TRG-99
1354301,TRG-45
1354301,TRG-81
1354301,TRG-76
1354320,TRG-86
1354320,TRG-76
1354320,TRG-38
1354320,TRG-10
1354320,TRG-65
1354302,TRG-54
1354302,TRG-70
1354302,TRG-21
1354303,TRG-42
1354303,TRG-33
1354303,TRG-80
1354303,TRG-34
1354304,TRG-65
1354304,TRG-41
1354304,TRG-49
1354304,TRG-47
1354304,TRG-27
1354304,TRG-8
1354304,TRG-76
1354304,TRG-88
1354305,TRG-99
1354305,TRG-84
1354305,TRG-26
1354305,TRG-56
1354305,TRG-72
1354306,TRG-1
1354306,TRG-36
1354307,TRG-28
1354307,TRG-35
1354307,TRG-10
1354307,TRG-51
1354307,TRG-76
1354307,TRG-20
1354307,TRG-79
1354307,TRG-22
1354308,TRG-79
1354308,TRG-25
1354308,TRG-3
1354308,TRG-57
1354308,TRG-56
1354308,TRG-27
1354308,TRG-60
1354309,TRG-65
1354309,TRG-6
1354310,TRG-42
1354310,TRG-35
1354310,TRG-36
1354310,TRG-76
1354310,TRG-33
1354310,TRG-12
1354310,TRG-42
1354310,TRG-19
1354310,TRG-29
1354311,TRG-63
1354311,TRG-7
1354311,TRG-92
1354311,TRG-13
1354311,TRG-20
1354311,TRG-50
1354312,TRG-36
1354312,TRG-17
1354312,TRG-37
1354313,TRG-20
1354316,TRG-27
1354316,TRG-45
1354316,TRG-99
1354316,TRG-18
1354316,TRG-45
1354317,TRG-72
1354317,TRG-66
1354317,TRG-72
1354317,TRG-7
1354317,TRG-55
1354317,TRG-26
1354317,TRG-98
1354321,TRG-13
1354321,TRG-97
1354321,TRG-65
1354321,TRG-25
1354321,TRG-11
1354321,TRG-51
1354321,TRG-43
1354322,TRG-54
1354323,TRG-36
1354323,TRG-45
1354323,TRG-30
1354323,TRG-82
1354323,TRG-28
1354323,TRG-13
1354323,TRG-47
1354323,TRG-2
1354324,TRG-11
1354325,TRG-13
1354325,TRG-29
1354325,TRG-86
1354326,TRG-20
1354326,TRG-93
1354326,TRG-92
1354326,TRG-83
1354327,TRG-0
1354327,TRG-21
1354327,TRG-34
1354327,TRG-13
1354327,TRG-81
1354327,TRG-34
1354327,TRG-27
1354327,TRG-26
1357151,TRG-35
1357151,TRG-62
1357151,TRG-28
1357151,TRG-40
1357151,TRG-28
1357151,TRG-41
1357151,TRG-26
1354328,TRG-38
1354328,TRG-88
1354329,TRG-93
1354329,TRG-44
1354329,TRG-33
1354329,TRG-52
1354330,TRG-13
1354331,TRG-3
1354331,TRG-89
1354331,TRG-2
1354331,TRG-73
1354331,TRG-33
1354331,TRG-56
1354331,TRG-13
1354331,TRG-57
1354332,TRG-5
1354332,TRG-15
1354332,TRG-89
1354332,TRG-14
1354332,TRG-46
1354332,TRG-23
1354332,TRG-60
1354332,TRG-39
1354333,TRG-32
1354333,TRG-40
1354333,TRG-21
1354333,TRG-23
1354333,TRG-57
1354335,TRG-18
1354336,TRG-32
1354336,TRG-99
1354337,TRG-18
1354337,TRG-90
1354337,TRG-67
1354337,TRG-90
1354338,TRG-35
1354338,TRG-87
1354338,TRG-35
1354338,TRG-54
1354338,TRG-7
1354338,TRG-69
1354338,TRG-98
1354338,TRG-73
1354339,TRG-92
1354339,TRG-24
1354339,TRG-37
1354339,TRG-79
1354339,TRG-65
1354340,TRG-69
1354419,TRG-90
1354419,TRG-50
1354419,TRG-96
1354419,TRG-1
1354419,TRG-40
1354419,TRG-10
1354419,TRG-91
1354419,TRG-52
1354341,TRG-13
1354341,TRG-2
1354341,TRG-36
1354341,TRG-93
1354342,TRG-92
1354342,TRG-84
1354342,TRG-70
1354342,TRG-30
1354342,TRG-14
1354342,TRG-58
1354342,TRG-73
1354342,TRG-94
1354343,TRG-50
1354344,TRG-94
1354344,TRG-28
1354344,TRG-21
1354344,TRG-34
1354344,TRG-69
1354344,TRG-98
1354344,TRG-8
1354420,TRG-2
1354420,TRG-36
1354420,TRG-88
1354345,TRG-59
1354345,TRG-21
1354345,TRG-99
1354345,TRG-57
1354345,TRG-79
1354346,TRG-35
1354346,TRG-98
1354348,TRG-58
1354348,TRG-7
1354348,TRG-32
1354348,TRG-75
1354348,TRG-41
1354348,TRG-34
1354348,TRG-96
1354357,TRG-93
1354357,TRG-40
1354357,TRG-95
1354357,TRG-88
1354349,TRG-16
1354349,TRG-53
1354349,TRG-94
1354349,TRG-73
1354349,TRG-20
1354349,TRG-81
1354349,TRG-24
1354350,TRG-21
1354350,TRG-96
1354350,TRG-71
1354350,TRG-59
1354350,TRG-67
1354350,TRG-89
1354350,TRG-63
1354350,TRG-10
1354350,TRG-33
1354352,TRG-50
1354358,TRG-30
1354358,TRG-50
1354353,TRG-79
1354353,TRG-71
1354353,TRG-71
1354353,TRG-76
1354353,TRG-62
1354355,TRG-45
1354355,TRG-8
1354356,TRG-4
1354356,TRG-51
1354356,TRG-69
1354356,TRG-13
1354356,TRG-51
1354356,TRG-85
1354356,TRG-69
1354356,TRG-86
1354356,TRG-11
1354359,TRG-1
1354359,TRG-65
1354359,TRG-13
1354359,TRG-52
1354359,TRG-44
1354359,TRG-50
1354359,TRG-41
1354359,TRG-22
1354359,TRG-3
1354360,TRG-42
1354360,TRG-23
1354360,TRG-35
1354360,TRG-4
1354360,TRG-65
1354360,TRG-45
1354361,TRG-46
1354361,TRG-85
1354361,TRG-74
1354361,TRG-87
1354361,TRG-57
1354361,TRG-52
1354361,TRG-64
1354362,TRG-27
1354362,TRG-11
1354362,TRG-75
1354362,TRG-61
1354362,TRG-79
1354362,TRG-43
1354363,TRG-76
1354363,TRG-6
1354363,TRG-74
1354363,TRG-37
1354363,TRG-97
1354363,TRG-50
1354363,TRG-45
1354363,TRG-82
1354364,TRG-15
1354364,TRG-51
1354364,TRG-59
1354364,TRG-52
1354364,TRG-10
1354364,TRG-38
1354364,TRG-98
1354364,TRG-38
1354364,TRG-81
1354365,TRG-67
1354365,TRG-46
1354366,TRG-47
1354366,TRG-32
1354366,TRG-27
1354366,TRG-38
1354366,TRG-11
1354366,TRG-11
1354367,TRG-77
1354367,TRG-75
1354367,TRG-98
1354367,TRG-43
1354367,TRG-84
1354367,TRG-43
1354367,TRG-70
1354367,TRG-21
1354368,TRG-88
1354368,TRG-65
1354368,TRG-37
1354368,TRG-84
1354368,TRG-54
1354368,TRG-80
1354369,TRG-2
1354369,TRG-24
1354370,TRG-22
1354370,TRG-49
1354370,TRG-43
1354370,TRG-63
1354370,TRG-54
1354370,TRG-46
1354371,TRG-48
1354371,TRG-89
1354371,TRG-50
1354371,TRG-21
1354371,TRG-99
1354371,TRG-3
1354371,TRG-51
1354372,TRG-6
1354372,TRG-32
1354372,TRG-6
1354372,TRG-28
1354372,TRG-70
1354372,TRG-68
1354372,TRG-42
1354372,TRG-55
1354373,TRG-30
1354373,TRG-42
1354373,TRG-2
1354373,TRG-2
1354373,TRG-63
1354373,TRG-25
1354374,TRG-94
1354374,TRG-50
1354374,TRG-15
1354374,TRG-33
1354397,TRG-28
1354397,TRG-39
1354397,TRG-8
1354397,TRG-53
1354397,TRG-59
1354397,TRG-39
1354375,TRG-92
1354375,TRG-55
1354375,TRG-56
1354375,TRG-94
1354375,TRG-22
1354375,TRG-14
1354375,TRG-5
1354375,TRG-86
1354376,TRG-10
1354376,TRG-32
1354377,TRG-36
1354377,TRG-15
1354377,TRG-23
1354377,TRG-47
1354377,TRG-70
1354377,TRG-87
1354377,TRG-92
1354377,TRG-79
1354378,TRG-68
1354378,TRG-86
1354378,TRG-37
1354378,TRG-57
1354378,TRG-72
1354378,TRG-79
1354378,TRG-56
1354378,TRG-95
1354398,TRG-42
1354398,TRG-79
1354379,TRG-84
1354379,TRG-65
1354379,TRG-21
1354379,TRG-3
1354379,TRG-82
1354379,TRG-16
1354379,TRG-42
1354379,TRG-88
1354381,TRG-24
1354381,TRG-9
1354381,TRG-45
1354381,TRG-41
1354381,TRG-71
1354381,TRG-91
1354381,TRG-30
1354382,TRG-63
1354384,TRG-29
1354384,TRG-42
1354385,TRG-38
1354385,TRG-81
1354385,TRG-67
1354385,TRG-90
1354386,TRG-55
1354386,TRG-71
1354386,TRG-84
1354386,TRG-30
1354413,TRG-4
1354413,TRG-0
1354413,TRG-59
1354413,TRG-10
1354413,TRG-13
1354413,TRG-20
1354413,TRG-83
1354413,TRG-90
1354413,TRG-22
1354387,TRG-24
1354387,TRG-99
1354387,TRG-38
1354389,TRG-87
1354389,TRG-24
1354390,TRG-17
1354390,TRG-34
1354390,TRG-30
1354390,TRG-28
1354390,TRG-39
1354414,TRG-44
1354414,TRG-79
1354392,TRG-86
1354392,TRG-78
1354392,TRG-84
1354392,TRG-89
1354392,TRG-76
1354392,TRG-56
1354392,TRG-42
1354393,TRG-16
1354393,TRG-41
1354393,TRG-15
1354394,TRG-25
1354394,TRG-37
1354394,TRG-26
1354395,TRG-16
1354395,TRG-7
1354395,TRG-36
1354395,TRG-76
1354395,TRG-28
1354395,TRG-19
1354395,TRG-3
1354399,TRG-39
1354399,TRG-67
1354400,TRG-76
1354400,TRG-21
1354400,TRG-33
1354400,TRG-90
1354400,TRG-46
1354401,TRG-96
1354401,TRG-7
1354401,TRG-8
1354401,TRG-64
1354401,TRG-2
1354401,TRG-59
1354401,TRG-73
1354401,TRG-76
1354402,TRG-73
1354402,TRG-79
1354402,TRG-71
1354402,TRG-47
1354403,TRG-28
1354403,TRG-65
1354403,TRG-65
1354403,TRG-60
1354403,TRG-27
1354403,TRG-51
1354403,TRG-75
1354403,TRG-33
1354404,TRG-77
1354404,TRG-52
1354404,TRG-87
1354404,TRG-10
1354404,TRG-88
1354405,TRG-90
1354405,TRG-37
1354405,TRG-49
1354405,TRG-9
1354405,TRG-91
1354405,TRG-44
1354406,TRG-11
1354406,TRG-79
1354406,TRG-3
1354406,TRG-3
1354406,TRG-59
1354406,TRG-95
1354406,TRG-11
1354407,TRG-66
1354407,TRG-58
1354407,TRG-53
1354407,TRG-35
1354407,TRG-11
1354407,TRG-32
1354407,TRG-35
1354408,TRG-33
1354408,TRG-76
1354410,TRG-32
1354410,TRG-62
1354410,TRG-34
1354410,TRG-15
1354410,TRG-56
1354410,TRG-10
1354410,TRG-77
1354410,TRG-32
1354411,TRG-22
1354411,TRG-87
1354422,TRG-98
1354422,TRG-66
1354422,TRG-12
1354422,TRG-88
1354422,TRG-47
1354422,TRG-63
1354423,TRG-64
1354423,TRG-82
1354423,TRG-49
1354423,TRG-80
1354423,TRG-97
1354423,TRG-17
1354423,TRG-77
1354423,TRG-39
1354423,TRG-15
1354424,TRG-31
1354424,TRG-85
1354424,TRG-51
1354424,TRG-95
1354424,TRG-80
1354425,TRG-95
1354426,TRG-54
1354426,TRG-36
1354426,TRG-0
1354426,TRG-17
1354426,TRG-39
1354426,TRG-37
1354426,TRG-91
1354426,TRG-39
1354427,TRG-23
1354427,TRG-22
1354427,TRG-67
1354427,TRG-0
1354427,TRG-7
1354427,TRG-84
1354427,TRG-79
1354427,TRG-78
1354427,TRG-37
1354428,TRG-15
1354428,TRG-46
1354429,TRG-28
1354429,TRG-45
1354429,TRG-95
1354429,TRG-63
1354429,TRG-82
1354429,TRG-37
1354429,TRG-64
1354430,TRG-41
1354430,TRG-86
1354430,TRG-10
1354430,TRG-27
1354430,TRG-7
1354430,TRG-71
1354430,TRG-53
1354431,TRG-82
1354431,TRG-85
1354431,TRG-58
1354431,TRG-6
1354432,TRG-53
1354432,TRG-10
1354432,TRG-20
1354432,TRG-66
1354432,TRG-3
1354432,TRG-38
1354474,TRG-40
1354474,TRG-80
1354474,TRG-62
1354474,TRG-29
1354474,TRG-32
1354474,TRG-81
1354433,TRG-99
1354433,TRG-65
1354433,TRG-11
1354434,TRG-99
1354434,TRG-99
1354434,TRG-4
1354434,TRG-65
1354435,TRG-36
1354435,TRG-86
1354435,TRG-26
1354435,TRG-61
1354436,TRG-88
1354436,TRG-99
1354436,TRG-9
1354436,TRG-77
1354436,TRG-50
1354436,TRG-34
1354436,TRG-78
1354437,TRG-24
1354437,TRG-63
1354437,TRG-57
1354437,TRG-85
1354437,TRG-6
1354437,TRG-4
1354437,TRG-6
1354437,TRG-94
1354438,TRG-77
1354438,TRG-79
1354438,TRG-1
1354438,TRG-42
1354438,TRG-7
1354438,TRG-63
1354438,TRG-74
1354439,TRG-72
1354439,TRG-31
1354439,TRG-84
1354440,TRG-55
1354440,TRG-15
1354440,TRG-73
1354440,TRG-5
1354440,TRG-33
1354440,TRG-7
1354441,TRG-36
1354441,TRG-50
1354441,TRG-14
1354441,TRG-21
1354441,TRG-38
1354441,TRG-43
1354441,TRG-26
1354441,TRG-43
1354441,TRG-61
1354442,TRG-70
1354442,TRG-30
1354443,TRG-97
1354443,TRG-82
1354443,TRG-33
1354444,TRG-90
1354445,TRG-20
1354445,TRG-76
1354445,TRG-52
1354445,TRG-17
1354445,TRG-89
1354445,TRG-51
1354455,TRG-95
1354455,TRG-75
1354455,TRG-94
1354455,TRG-24
1354455,TRG-5
1354455,TRG-76
1354455,TRG-61
1354446,TRG-76
1354446,TRG-16
1354446,TRG-88
1354446,TRG-2
1354446,TRG-42
1354446,TRG-99
1354446,TRG-82
1354446,TRG-65
1354448,TRG-74
1354448,TRG-93
1354448,TRG-80
1354448,TRG-74
1354448,TRG-33
1354448,TRG-67
1354449,TRG-65
1354449,TRG-54
1354449,TRG-4
1354449,TRG-18
1354449,TRG-54
1354449,TRG-60
1354449,TRG-57
1354449,TRG-99
1354449,TRG-92
1354450,TRG-92
1354451,TRG-66
1354451,TRG-54
1354452,TRG-17
1354452,TRG-54
1354452,TRG-28
1354452,TRG-27
1354452,TRG-24
1354452,TRG-81
1354452,TRG-91
1354452,TRG-56
1354453,TRG-95
1354453,TRG-6
1354453,TRG-91
1354453,TRG-21
1354453,TRG-37
1354453,TRG-42
1354453,TRG-69
1354546,TRG-43
1354456,TRG-27
1354456,TRG-96
1354456,TRG-37
1354456,TRG-78
1354457,TRG-31
1354457,TRG-35
1354457,TRG-86
1354457,TRG-52
1354457,TRG-60
1354458,TRG-99
1354458,TRG-4
1354458,TRG-54
1354458,TRG-40
1354458,TRG-85
1354458,TRG-99
1354458,TRG-92
1354459,TRG-55
1354459,TRG-96
1354459,TRG-42
1354459,TRG-99
1354459,TRG-90
1354460,TRG-83
1354461,TRG-21
1354461,TRG-69
1354461,TRG-61
1354461,TRG-87
1354461,TRG-45
1354461,TRG-10
1354461,TRG-86
1354461,TRG-43
1354462,TRG-64
1354462,TRG-78
1354462,TRG-5
1354462,TRG-39
1354463,TRG-22
1354463,TRG-67
1354463,TRG-91
1354463,TRG-51
1354463,TRG-19
1354463,TRG-74
1354463,TRG-57
1354463,TRG-80
1354463,TRG-64
1354464,TRG-24
1354465,TRG-17
1354465,TRG-67
1354466,TRG-98
1354466,TRG-51
1354466,TRG-43
1354466,TRG-85
1354466,TRG-80
1354467,TRG-7
1354467,TRG-70
1354467,TRG-36
1354467,TRG-70
1354467,TRG-75
1354467,TRG-82
1354467,TRG-88
1354468,TRG-96
1354468,TRG-11
1354468,TRG-98
1354469,TRG-94
1354469,TRG-20
1354469,TRG-99
1354470,TRG-22
1354472,TRG-88
1354472,TRG-88
1354472,TRG-25
1354472,TRG-21
1354472,TRG-36
1354472,TRG-33
1354472,TRG-94
1354473,TRG-95
1354473,TRG-70
1354473,TRG-41
1354473,TRG-2
1354473,TRG-38
1354473,TRG-47
1354473,TRG-35
1354473,TRG-24
1354473,TRG-9
1354547,TRG-42
1354547,TRG-8
1354547,TRG-90
1354547,TRG-3
1354547,TRG-51
1354475,TRG-35
1354476,TRG-90
1354476,TRG-74
1354476,TRG-87
1354477,TRG-80
1354477,TRG-10
1354477,TRG-42
1354477,TRG-51
1354477,TRG-71
1354477,TRG-39
1354477,TRG-79
1354478,TRG-43
1354478,TRG-28
1354478,TRG-48
1354478,TRG-96
1354478,TRG-3
1354478,TRG-10
1354478,TRG-66
1354478,TRG-97
1354478,TRG-21
1354479,TRG-79
1354479,TRG-84
1354479,TRG-8
1354479,TRG-40
1354479,TRG-44
1354479,TRG-25
1354480,TRG-20
1354480,TRG-38
1354480,TRG-4
1354480,TRG-75
1354480,TRG-59
1354480,TRG-42
1354480,TRG-42
1354480,TRG-6
1354480,TRG-64
1354481,TRG-48
1354481,TRG-52
1354481,TRG-96
1354481,TRG-1
1354481,TRG-45
1354481,TRG-57
1354481,TRG-54
1354481,TRG-99
1354482,TRG-90
1354482,TRG-11
