smiles,CMPD_CHEMBLID,CYP3A4,hERG_pIC50
COc1cccc(NS(=O)(=O)c2ccc3ncc(C(=O)NCCN4CCOCC4)c(O)c3c2)c1,CHEMBL1343385,5.55,
COc1cccc(OC)c1[C@@H]2C[C@H](F)C(=O)N2Cc3ccc(OC(F)(F)F)cc3,CHEMBL3409855,5.00,
COc1cccc(OC)c1[C@@H]2C[C@H](F)C(=O)N2Cc3ccc4oc5ccccc5c4c3,CHEMBL3409870,5.06,
COc1cccc(OC)c1C(=O)NC(=S)Nc2ccc(NC(=O)c3cccs3)c(OC)c2,CHEMBL1470136,5.50,
COc1cccc(OCC(=O)NC2CCCCC2)c1,CHEMBL1502803,4.80,
COc1cccc(OCCCOc2ccccc2C(C)C)c1,CHEMBL1606258,7.75,
COc1cccc2[nH]c(nc12)c3ccccn3,CHEMBL1335397,5.40,
COc1cccc2c(cn(CC3CCCCC3)c12)C(=O)N4CCN5CCCC[C@H]5C4,CHEMBL1287846,5.22,
COc1cccc2c1cc(c3c(cc4OCOc4c23)C(=O)O)[N+](=O)[O-],CHEMBL93353,5.00,
COc1cccc2c1nc(N)n3nc(CN4CCN(C[C@H]4C)c5ccccn5)nc23,CHEMBL3596507,,4.59
COc1cccc2c1nc(N)n3nc(CN4CCN(C[C@H]4C)c5ccncc5)nc23,CHEMBL3596509,,5.66
COc1cccc2c1OC(C(C)S2(=O)=O)c3ccc(OCCCN4CCC[C@@H]4C)cc3,CHEMBL563779,,5.42
COc1cccc2c1OC(C(C)S2(=O)=O)c3ccc(OCCCN4CCC[C@H]4C)cc3,CHEMBL560863,,5.54
COc1cccc2cc3CN(CCCCN4CCn5c(cc6ccccc56)C4=O)CCn3c12,CHEMBL495573,,6.59
COc1cccc2N(CCc12)C(=O)CC3=NC(=CC(=O)N3)N4CCOCC4,CHEMBL3112852,4.40,
COc1cccc2N=C(N(C)C(=O)c12)c3ccc(OC4CCN(CC4)C5CCC5)cc3,CHEMBL453653,,5.00
COc1cccc2nc(ccc12)C#Cc3cccnc3,CHEMBL2335285,,4.19
COc1cccc2OC(=CC(=O)c12)c3ccc(O)cc3,CHEMBL242384,4.80,
COc1cccc2OC(C(C)S(=O)(=O)c12)c3ccc(OCCCN4CCCC4)cc3,CHEMBL549639,,5.20
COc1ccccc1\C=C\C(O)C(=C)C,CHEMBL1355467,5.60,
COc1ccccc1\C=C\C=N\N2CCN(Cc3cccc4ccccc34)CC2,CHEMBL3194219,4.90,
COc1ccccc1C(N2CCCc3ccccc23)c4nnnn4C(C)(C)C,CHEMBL1364955,5.00,
COc1ccccc1C(N2CCN(Cc3ccncc3)CC2)c4nnnn4C(C)(C)C,CHEMBL1465985,5.50,
COc1ccccc1C2=NOC(COc3ccc(Cl)c4cccnc34)C2,CHEMBL1349158,4.90,
COc1ccccc1c2cc(Nc3cc[nH]n3)ncn2,CHEMBL1473317,5.40,
COc1ccccc1c2cc(ncn2)n3ccnc3,CHEMBL1594612,6.50,
COc1ccccc1c2ccc3ncnc(N4CCOCC4)c3c2,CHEMBL1593774,5.20,
COc1ccccc1c2ccc3ncnc(NCc4ccccc4)c3c2,CHEMBL491953,4.90,
COc1ccccc1c2ccc3ncnc(NCc4cnc(C)cn4)c3c2,CHEMBL1401243,5.00,
COc1ccccc1c2cncnc2n3ccnc3,CHEMBL1318228,6.60,
COc1ccccc1c2nc(Nc3ccncc3)c4ccccc4n2,CHEMBL1397636,5.50,
COc1ccccc1c2nc(NCc3cccnc3)c4ccccc4n2,CHEMBL1490740,5.00,
COc1ccccc1c2nccc(NCc3cccc(C)c3)n2,CHEMBL1436049,5.20,
COc1ccccc1c2oc3cccc(C(=O)N[C@@H]4C[C@H]5CCC[C@@H](C4)N5C)c3n2,CHEMBL3084777,5.96,6.40
COc1ccccc1CC(=N)NOC(=O)c2ccc(C)c(c2)[N+](=O)[O-],CHEMBL1568870,5.00,
COc1ccccc1CC(N2CCNCC2)c3ccc(F)cc3,CHEMBL1085567,,4.80
COc1ccccc1CCN2C(=O)C(=Nc3cncnc23)C,CHEMBL1317344,5.00,
COc1ccccc1CCN2C(=O)C(=Nc3cncnc23)c4cccc(F)c4,CHEMBL1590397,5.50,
COc1ccccc1CCN2C(=O)C(=Nc3cncnc23)c4ccccc4,CHEMBL1551133,5.40,
COc1ccccc1CCN2C(=O)C(=Nc3cncnc23)c4cn(C)c5ccccc45,CHEMBL1592556,5.60,
COc1ccccc1CCN2C(=O)C(=Nc3cncnc23)CCc4ccccc4,CHEMBL1396792,5.50,
COc1ccccc1CN2CC[C@@]3(CCCN(C3)C(=O)c4cccc(F)c4)C2,CHEMBL1551616,4.80,
COc1ccccc1CN2CC3(CCN(CC3)C(=O)c4cnccn4)C2,CHEMBL1551380,4.70,
COc1ccccc1CN2CCCC3(CCN(CC3)C(=O)c4ccncc4)C2,CHEMBL1474876,5.20,
COc1ccccc1CN2CCCC3(CCN(CC3)C(=O)c4cnccn4)C2,CHEMBL1317741,4.80,
COc1ccccc1CN2CCCC3(CCN(CC3)C(=O)c4csnn4)C2,CHEMBL1552607,4.80,
COc1ccccc1Cn2nnc3c(O)nc(nc23)C4CCN(CC4)C(=O)c5ccc(F)cc5,CHEMBL1362616,4.90,
COc1ccccc1CNC(=O)Cn2nnc(n2)c3ccncc3,CHEMBL1461511,5.50,
COc1ccccc1CNc2cc(ncn2)c3c(C)onc3C,CHEMBL1475689,4.40,
COc1ccccc1CNc2cc(ncn2)c3ccc(cc3)C(=O)N(C)C,CHEMBL1317712,4.60,
COc1ccccc1CNc2ccnc(n2)c3cccc(c3)C#N,CHEMBL1551200,5.40,
COc1ccccc1CNc2ccnc(n2)c3ccccc3Cl,CHEMBL1514748,5.60,
COc1ccccc1CNc2ccnc(n2)c3ccccc3CN(C)C,CHEMBL1394923,4.80,
COc1ccccc1CNc2ccnc(n2)c3cccnc3,CHEMBL1355896,6.50,
COc1ccccc1CNc2ncnc3ccc(cc23)c4c(C)onc4C,CHEMBL1596241,4.90,
COc1ccccc1CNc2ncnc3ccc(cc23)c4ccc(cc4)C(=O)N(C)C,CHEMBL491952,5.00,
COc1ccccc1CNc2ncnc3ccc(cc23)c4cccc(NS(=O)(=O)C)c4,CHEMBL495068,5.50,
COc1ccccc1CNc2ncnc3ccc(cc23)c4ccccc4OC,CHEMBL475376,5.20,
COc1ccccc1CNc2ncnc3ccc(cc23)c4cccnc4,CHEMBL1592227,5.70,
COc1ccccc1CNc2ncncc2c3ccc(cc3)N(C)C,CHEMBL489738,6.70,
COc1ccccc1CNc2ncncc2c3ccc4OCOc4c3,CHEMBL1440157,6.70,
COc1ccccc1CNc2ncncc2c3cccc(NS(=O)(=O)C)c3,CHEMBL491943,6.60,
COc1ccccc1CNc2ncncc2c3ccccc3CN(C)C,CHEMBL490717,6.20,
COc1ccccc1CNc2ncncc2c3cccnc3,CHEMBL1474114,6.10,
COc1ccccc1CNCC(O)(c2ccc(Cl)cc2)c3ccc(Cl)cc3,CHEMBL1524388,5.45,
COc1ccccc1N=C(S)NCCc2ccccc2,CHEMBL1421262,4.95,
COc1ccccc1N2C=C(C(=O)NCC(=O)N3CCN(CC3)c4ccccc4)c5ccccc5C2=O,CHEMBL1607620,5.60,
COc1ccccc1N2Cc3c(nc(C)c(CN)c3c4ccc(Cl)cc4Cl)C2=O,CHEMBL1909991,5.66,
COc1ccccc1N2CCC3CN(CCCSc4nnc(c5cnccn5)n4C)CC23,CHEMBL3775618,,5.70
COc1ccccc1N2CCN(CC2)C(=O)C(NS(=O)(=O)c3cccs3)c4ccccc4,CHEMBL1464912,5.70,
COc1ccccc1N2CCN(CC2)C3=C(C=O)C(=O)N4C=CC=C(C)C4=N3,CHEMBL1582470,4.80,
COc1ccccc1N2CCN(CCCC(C(C)C)(C(=O)O)c3ccc(Br)cc3)CC2,CHEMBL3115193,,5.40
COc1ccccc1N2CCN(CCN(C(=O)C3CCCCC3)c4ccccn4)CC2,CHEMBL31354,5.40,
COc1ccccc1N2CCN(CCN3C(=O)c4ccccc4C(C)(C)C3=O)CC2,CHEMBL362051,4.80,
COc1ccccc1N2CCN(CCN3C(=O)CC4(CCCC4)CC3=O)CC2,CHEMBL13647,4.40,
COc1ccccc1NC(=O)[C@H](COCc2ccccc2)NC(=O)OC(C)(C)C,CHEMBL1559538,4.40,
COc1ccccc1NC(=O)C(C\C=C(/C)\Cl)C(=O)C,CHEMBL1345307,4.85,
COc1ccccc1NC(=O)CN2CCN(CC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)CC2,CHEMBL1407677,5.10,
COc1ccccc1NC(=O)N2CCCC2C(=O)NCc3ccc4OCOc4c3,CHEMBL1741716,6.45,
COc1ccccc1NCC(=O)N\N=C\2/C[C@H](CC=C2C)C(=C)C,CHEMBL3190944,5.00,
COc1ccccc1NS(=O)(=O)c2cccc(c2)C(=O)OCC(=O)Nc3cc(C)on3,CHEMBL1353502,5.15,
COc1ccccc1OCCn2cc(C(=O)c3occc3)c4ccccc24,CHEMBL1380300,5.40,
COc1ccccc1OP(=O)(C)Nc2c(C)cccc2C,CHEMBL1742131,4.85,
COc1ccccc1OP(=O)(C)Nc2ccc(C)cc2C,CHEMBL1306585,5.75,
COc1ccccc1S(=O)(=O)Nc2ccc(cc2)c3nnc4CCCCCn34,CHEMBL1596938,4.85,
COc1ccnc(c1)C2=N[C@@]([C@H](C)N2)(c3ccc(F)cc3)c4ccc(F)nc4,CHEMBL490902,,5.20
COc1ccnc(c1)c2ccc3OC(C)(C)C4(COC4)C5(COC(=N5)N)c3c2,CHEMBL3703266,,5.01
COc1ccnc2[nH]cc(Cc3ccc(NCc4ccc(Cl)cc4)nc3F)c12,CHEMBL3673958,5.30,
COc1ccncc1c2[nH]c3ccccc3c2CCNCc4ccc(\C=C\C(=O)NO)cc4,CHEMBL1819257,,5.07
COC1CN(CCCOc2ccc(F)cc2)CCC1NC(=O)c3cc(Cl)c(N)cc3OC,CHEMBL1729,6.52,6.77
COc1cnc(cn1)C(=O)Nc2cc(F)c(F)c(c2)[C@]3(C)C[C@H](SC(=N3)N)c4c(C)onc4C,CHEMBL3805852,,6.19
COc1cnc(cn1)C(=O)Nc2ccc3OC(C)(C)C4(CC4)[C@]5(COC(=N5)N)c3c2,CHEMBL3650850,,4.68
COc1cnc(cn1)c2ccccc2CCNC(=O)c3ccc(OCCC(F)(F)F)nc3,CHEMBL2147211,,4.70
COc1cnc2c(NCc3nnc4ccc(nn34)c5ccccc5)ccnc2c1,CHEMBL566875,4.39,
COc1cnc2C=CC(=O)N(CCN3CCC(CC3)c4nc5cc(C#N)c(C)cc5[nH]4)c2c1,CHEMBL3318997,5.03,5.00
COc1cncc(c1)c2ccc3ccc(O)cc3c2Cl,CHEMBL2420682,5.38,
COc1cnccc1[C@@H]2CC[C@H](CC2)N3CC(C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F,CHEMBL1829620,,5.09
COC1COCCC1N[C@@H]2C[C@H]3CCC[C@]3(C2)C(=O)N4CCc5ccc(cc5C4)C(F)(F)F,CHEMBL2314054,,4.56
COC1COCCC1N[C@@H]2C[C@H]3CCC[C@]3(C2)C(=O)N4CCc5ncc(Cl)cc5C4,CHEMBL2313782,,4.48
COC1COCCC1N[C@@H]2C[C@H]3CCC[C@]3(C2)C(=O)N4CCc5ncc(OC(C)C)cc5C4,CHEMBL2314050,,4.33
COC1COCCC1N[C@@H]2C[C@H]3CCCC[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F,CHEMBL2314065,,4.39
COc1nc(nc(C)c1F)N2C[C@H]3C(=O)N(C)C(=N[C@]3(C2)c4c(F)cc(F)c(F)c4F)N,CHEMBL3640275,4.52,
COc1nc(Nc2cccc3c2nc(c4ccc(F)cc4)n3C)ccc1n5cnc(C)c5,CHEMBL2151164,5.06,5.07
COc1nc2c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c(F)cnc2cc1F,CHEMBL3422952,,9.14
COc1nc2c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)ccnc2cc1Cl,CHEMBL3422963,,8.38
COc1nc2c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)ccnc2cc1F,CHEMBL3422965,,8.60
COc1ncc(\C=C\2/C[C@H]3[C@@H]4CC[C@H]5N(C)C(=O)C=C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2O)cn1,CHEMBL559878,,5.10
COc1ncc(cn1)c2cccc3OC[C@H](Cc23)NC(=O)c4ccc(COCC(F)(F)F)nc4,CHEMBL2069423,,4.80
COc1ncc(CNc2ncc(Cc3c[nH]c4ncc(C)cc34)cn2)cc1F,CHEMBL3673971,5.30,
COc1ncc2N=C(C(=O)N(C[C@H]3CCCO3)c2n1)c4cc(F)cc(F)c4,CHEMBL1512444,4.60,
COc1ncc2N=C(C(=O)N(Cc3ccc(F)cc3)c2n1)c4ccc(F)cc4,CHEMBL1521133,5.50,
COc1ncc2N=C(C(=O)N(Cc3ccc(F)cc3)c2n1)c4cccs4,CHEMBL1355089,5.50,
COc1ncc2N=C(C(=O)N(CCC#N)c2n1)c3cc(F)cc(F)c3,CHEMBL1569718,4.70,
COc1ncc2N=C(C(=O)N(CCC#N)c2n1)c3cccs3,CHEMBL1590230,5.00,
COc1ncc2N=C(C(=O)N(CCc3ccccc3)c2n1)c4cc(F)cc(F)c4,CHEMBL1325701,5.30,
COc1ncc2N=C(C(=O)N(CCc3ccccc3)c2n1)c4cccs4,CHEMBL1434833,5.00,
COc1ncc2N=C(C)C(=O)N(C3CC3)c2n1,CHEMBL1378901,4.60,
COc1ncc2N=C(CCc3ccccc3)C(=O)N(C4CC4)c2n1,CHEMBL1433785,4.50,
COc1ncc2N=C(CCc3ccccc3)C(=O)N(c4ccccc4)c2n1,CHEMBL1590259,4.90,
COc1ncc2N=C(CCc3ccccc3)C(=O)N(Cc4ccc(F)cc4)c2n1,CHEMBL1512385,5.40,
COc1ncccc1[C@@H](C)c2c(CCN(C)C)sc3ccccc23,CHEMBL1093294,,5.75
COc1ncccc1CNc2ccc(Cc3c[nH]c4ncc(C)cc34)c(F)n2,CHEMBL3673964,5.30,
COc1ncccc1CNc2ccc(Cc3c[nH]c4ncccc34)c(F)n2,CHEMBL3673962,5.30,
COc1ncccc1CNc2ncc(Cc3c[nH]c4ncc(C)cc34)cn2,CHEMBL3669005,5.30,
COc1nccnc1[C@H](C)C2=C(CCN(C)C)Cc3cc(C)ccc23,CHEMBL1090176,,5.42
COc1nccnc1[C@H](C)C2=C(CCN(C)C)Cc3ccccc23,CHEMBL1092597,,5.12
COCC(=O)N[C@@H](Cc1ccc(cc1)c2nccs2)[C@H](O)CN[C@H]3CC4(CCC4)Oc5ncc(CC(C)(C)C)cc35,CHEMBL2181898,7.52,
COCC(=O)N[C@@H](Cc1cccc(c1)c2ccncc2)[C@H](O)CN[C@H]3CC4(CCC4)Oc5ncc(CC(C)(C)C)cc35,CHEMBL2181888,6.80,
COCC(=O)N[C@@H](Cc1cccc(c1)c2nccn2C)[C@H](O)CN[C@H]3CC4(CCC4)Oc5ncc(CC(C)(C)C)cc35,CHEMBL2181891,7.30,
COCC(=O)N1CCC[C@@]2(CCN(C2)C(c3ccccc3)c4ccccc4)C1,CHEMBL1473188,5.00,
COCC(=O)N1CCC[C@@]2(CCN(Cc3ccccc3)C2)C1,CHEMBL1480687,4.60,
COCC(=O)N1CCC2(CC1)CN(C2)c3ccc(cc3)c4ccccc4,CHEMBL1476184,4.90,
COCC(=O)N1CCC2(CCCN(C2)C(c3ccccc3)c4ccccc4)CC1,CHEMBL1513439,4.90,
COCC(=O)N1CCC2(CCCN(C2)c3ccncc3)CC1,CHEMBL1476230,4.60,
COCC(=O)N1CCC2(CCCN(Cc3cc(cc(c3)C(F)(F)F)C(F)(F)F)C2)CC1,CHEMBL1357530,4.70,
COCC(=O)NC1CCN(CC1)c2nc(C)c3cc(NC(=O)\C=C\c4ccc(Cl)cc4)ccc3n2,CHEMBL2017760,,5.92
COCC(C)n1c(C)cc(C(=O)CSc2nnc(Nc3ccccc3F)s2)c1C,CHEMBL1557015,5.80,
COCC(C)Nc1nc(N2CCOC[C@@H]2C)c3ccc(nc3n1)c4ccc(OC)c(CO)c4,CHEMBL2336334,,4.77
COCC\N=C/1\Sc2nc3c(C)cccc3cc2CN1Cc4occc4,CHEMBL3191940,4.85,
COCC1[C@@H](C)C2=C3C(CC[C@H]4C(OCc5ccc(F)cc5C(F)(F)F)OC[C@](C)([C@@H]34)N(C2)C(=O)OC(C)(C)C)C1COC,CHEMBL1529625,4.80,
COCC1[C@@H]2CC[C@H]1CN(CCN3CCN(C3=O)c4cccc(Cl)c4)C2,CHEMBL541435,,6.00
COCc1cnc(nc1)N2CCC(CC2)[C@H]3C[C@H]3COCc4ccc(cc4F)S(=O)(=O)C,CHEMBL3622175,4.40,4.89
COCCc1cc(Cl)c(Cl)c(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c1,CHEMBL1795912,,4.96
COCCCC\C(=N\OCCN)\c1ccc(cc1)C(F)(F)F,CHEMBL1314286,4.80,
COCCCc1cc(C)c(C)c(CN(C2CC2)C(=O)[C@H]3CNCC[C@@]34OCc5cc(F)c(F)cc45)c1,CHEMBL1923119,5.46,5.00
COCCCc1cc(CCC(=O)N2CCOCC2)c(Cl)c(CN(C3CC3)C(=O)[C@H]4CNCC[C@@]45OCc6cc(F)c(F)cc56)c1,CHEMBL1923132,5.55,4.33
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@]34OC=Cc5ccccc45)cc(OCCOC)c1,CHEMBL1923109,5.96,5.16
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c5ccccc5c1,CHEMBL1796065,,4.77
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3C4=CC(=O)N(C)c5cc(Cl)ccc45)cc(OCCOC)c1,CHEMBL1795907,,5.17
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCC(C)(C)O)c1,CHEMBL1761523,5.25,6.89
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCC6(CC#N)CC6)c1,CHEMBL1761518,4.71,7.22
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCCC(C)(C)C(=O)O)c1,CHEMBL1761532,,6.40
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCCCC(C)(C)C(=O)O)c1,CHEMBL1761533,,6.70
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)cc(OCCOC)c1,CHEMBL1910292,6.05,5.35
COCCCN1C(=O)COc2ccc(SC[C@H]3CNCC(=O)N3c4ccc(OCCCOCc5ccccc5OC)cc4)cc12,CHEMBL205345,7.85,
COCCCn1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c5c(F)ccc(CCC#N)c15,CHEMBL1910303,,6.22
COCCCn1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c5c(F)ccc(Cn6ccnc6)c15,CHEMBL1910306,,5.85
COCCCn1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c5c(F)ccc(CN6CCOCC6)c15,CHEMBL1910305,,6.05
COCCCN1CCCc2ccc(OC[C@H]3CNCC(=O)N3c4ccc(OCCCOCc5ccccc5OC)cc4)cc12,CHEMBL377531,7.92,
COCCCNC(=O)c1c(N)n(\N=C\c2ccccn2)c3nc4ccccc4nc13,CHEMBL1725507,5.35,
COCCCNC(=O)c1cn(C)c2c(CN3C[C@H]4N([C@@H](Cc5ccc(O)cc5)C3=O)C(=O)CN(CC=C)N4C(=O)NCc6ccccc6)cccc12,CHEMBL3702734,5.42,
COCCCNC(=O)C1CN(Cc2ccc(OC)cc2)C(=O)C1,CHEMBL1728281,4.70,
COCCCNC(=O)CCC(=O)Nc1ccc2nc(cc(C)c2c1)N3CCOCC3,CHEMBL1561349,4.90,
COCCCOc1cc(ccc1OC)C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)OCC3CCCCC3)C(C)C,CHEMBL3400449,5.47,
COCCCOc1cc(ccc1OC)C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)OCc3ccccc3)C(C)C,CHEMBL3400450,4.83,
COCCCOc1cc(ccc1OC)C(=O)N(C[C@@H]2CNC[C@H]2NS(=O)(=O)CC3CCOCC3)C(C)C,CHEMBL3400459,5.00,
COCCN(C)c1nc(N)c(CN)c(n1)c2ccc(Cl)cc2Cl,CHEMBL324777,4.52,
COCCN(C)CCN1C(=O)c2ccc(OC)cc2C(=C1C#N)c3cccc(F)c3,CHEMBL215050,,5.78
COCCN(CC(=O)N1CCCC(C1CN2CCOCC2)c3ccccc3)c4ccc(Cl)c(Cl)c4,CHEMBL402813,6.32,
COCCN(CCOC)c1nc(C)nc2c1nc(c3ccccc3)n2CC4CCN(C)CC4,CHEMBL1355335,4.80,
COCCN1C(=O)C(=Nc2cnc(nc12)N(C)C)c3cccs3,CHEMBL1358215,5.10,
COCCN1C(=O)C(=Nc2cnc(nc12)N3CCN(C)CC3)c4cccs4,CHEMBL1552353,4.50,
COCCN1C(=O)C(=Nc2cnc(nc12)N3CCNCC3)c4ccccc4,CHEMBL1472732,4.80,
COCCN1C(=O)C(=Nc2cnc(Oc3ccc(OC)cc3)nc12)c4ccc(Cl)cc4,CHEMBL1315833,5.30,
COCCN1C(=O)C(=Nc2cnc(Oc3ccc(OC)cc3)nc12)c4cccc(c4)C#N,CHEMBL1473420,5.60,
COCCN1C(=O)C(=Nc2cnc(Oc3ccc(OC)cc3)nc12)c4ccccc4,CHEMBL1370770,6.00,
COCCN1C(=O)C(=Nc2cnc(Oc3ccc(OC)cc3)nc12)c4cn(C)c5ccccc45,CHEMBL1529543,5.40,
COCCN1C(=O)C(=Nc2cnc(Oc3cccc(Cl)c3)nc12)C,CHEMBL1318454,4.90,
COCCN1C(=O)C(=Nc2cnc(Oc3cccc(Cl)c3)nc12)c4ccc(F)cc4,CHEMBL1512413,5.10,
COCCN1C(=O)C(=Nc2cnc(Oc3ccccc3)nc12)c4ccccc4,CHEMBL1433704,4.50,
COCCN1C(=O)C(=Nc2cnc(Oc3ccccc3)nc12)c4cn(C)c5ccccc45,CHEMBL1609896,5.50,
COCCN1C(=O)C(=Nc2cnc(OCc3ccccc3)nc12)c4ccc(Cl)cc4,CHEMBL1513659,4.60,
COCCN1C(=O)C(=Nc2cnc(OCc3ccccc3)nc12)c4cccc(c4)C#N,CHEMBL1317769,5.00,
COCCN1C(=O)C(=Nc2cnc(OCc3ccccc3)nc12)c4ccccc4,CHEMBL1514016,4.60,
COCCN1C(=O)C=Nc2cnc(Oc3ccccc3)nc12,CHEMBL1323956,4.60,
COCCN1CCC(CC1)c2cc(C)c3nc([nH]c3c2)C4=C(NC[C@@H](O)c5cccc(Cl)c5)C=CNC4=O,CHEMBL468671,4.96,
COCCN1CCC(CC1)c2cc(C)c3nc([nH]c3c2)C4=C(NCCn5cc(Cl)cn5)C=CNC4=O,CHEMBL460997,4.71,
COCCN1CCC[C@@H](CN2C(=O)c3nn(cc3N=C2c4ccccc4C)c5ccc(Cl)cc5)C1,CHEMBL3218650,,5.60
COCCN1CCC[C@@H]1CN2N=C(Cc3ccc(Cl)cc3)c4ccccc4C2=O,CHEMBL2146803,,6.60
COCCN1CCN(CC1)c2cc(C)c3nc([nH]c3c2)C4=C(NC[C@@H](O)c5cccc(Cl)c5)C=CNC4=O,CHEMBL1094165,5.54,
COCCN1CCN(CC1)c2cc3c(Nc4ccc(C)cc4F)c(nnc3cc2OC)C(=O)N,CHEMBL2409401,,4.64
COCCNC(=O)[C@@]1(C)C=C[C@@H](Cc2ccccc2)N1C(=O)c3ccccc3,CHEMBL1329889,5.10,
COCCNC(=O)C1(C)C=CC2(CCCCC2)N1C(=O)c3ccccc3,CHEMBL1324110,4.80,
COCCNC(=O)CSC1=Nc2ccc(cc2C(=O)N1Cc3ccc(OC)cc3)N4CCOCC4,CHEMBL1381586,5.30,
COCCNc1cc(ncn1)c2ccccc2C(F)(F)F,CHEMBL1515777,4.90,
COCCNc1nc(nc2ccccc12)c3c(C)onc3C,CHEMBL1555316,4.80,
COCCNc1nc(nc2ccccc12)c3cccc(NS(=O)(=O)C)c3,CHEMBL1593134,4.90,
COCCNc1nc(nc2ccccc12)c3cocc3,CHEMBL1314422,4.90,
COCCNc1ncnc2ccc(cc12)c3c(C)onc3C,CHEMBL1404954,4.50,
COCCNc1ncnc2ccc(cc12)c3cccc(NS(=O)(=O)C)c3,CHEMBL1516530,4.80,
COCCNc1ncnc2ccc(cc12)c3ccccc3C(F)(F)F,CHEMBL1590261,4.80,
COCCNc1ncncc1c2ccccc2OC,CHEMBL1472922,6.50,
COCCNS(=O)(=O)c1ccc(cc1)c2ccc(CCN3CCC[C@H]3C)cc2,CHEMBL550405,,5.13
COCCOC(=O)C1=C(C)NC(=C([C@@H]1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C)C,CHEMBL1514440,5.70,
COCCOC(=O)C1=C(C)NC(=C([C@H]1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C)C,CHEMBL255033,5.60,
COCCOC(=O)C1=C(C)NC(=O)N(C1c2ccc(Cl)cc2)C(=O)C,CHEMBL1586621,4.75,
COCCOC(=O)N1CCN(CC1)C2CCN(CC2)c3cc(C)c4nc([nH]c4c3)C5=C(NC[C@@H](O)c6cccc(Cl)c6)C=CNC5=O,CHEMBL450610,8.62,
COCCOc1cc2ncc(C(=O)N)c(Nc3ccc(C)cc3F)c2cc1N4CCOCC4,CHEMBL2409311,,5.05
COCCOc1cncc(c1)c2cc(NC(=O)C)nc(n2)n3nc(C)cc3C,CHEMBL519383,4.85,
COCCOCC#Cc1cc(cs1)c2n[nH]c3c2Cc4ccc(Cn5cncn5)cc34,CHEMBL223971,,4.94
COCO[C@@H]([C@H](CNC(=O)c1ccccc1)c2ccc3OCOc3c2)[C@@H]4OC(C)(C)O[C@H]4CO[Si](C)(C)C(C)(C)C,CHEMBL1089299,7.52,
COCOc1cc(OC)ccc1C(=O)\C=C/c2ccc3OCOc3c2,CHEMBL1437996,6.00,
COCOc1ccc(Br)cc1C(=O)[C@H]2O[C@H]2c3cccc(OC)c3,CHEMBL1559163,5.40,
CON(C)C(=O)Cn1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c5c(F)cccc15,CHEMBL1909649,,5.68
CP(=O)(O)C1=CCNCC1,CHEMBL397209,4.40,
CS(=O)(=O)c1ccc(cc1)c2cc(Br)sc2c3ccc(F)cc3,CHEMBL42485,4.70,
CS(=O)(=O)c1ccc(cc1)c2cccn3nc(Nc4cccc(c4)N5CCC(CC5)N6CCOCC6)nc23,CHEMBL2062808,6.70,
CS(=O)(=O)c1ccc(cc1)c2cnc(N)c(n2)c3ccc(nc3)C(F)(F)F,CHEMBL3124980,,5.09
CS(=O)(=O)c1ccc(cc1)N2CCC(CC2)N(c3ccc(cc3)C#N)c4cccnc4,CHEMBL3104478,4.92,
