smiles,CMPD_CHEMBLID,CYP3A4,hERG_pIC50
COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C,CHEMBL23,5.4,4.76
COc1ccc(cc1)[C@H](C)N[C@@H]2CC[C@@H](C(=O)N3CCC(CC3)(C(=O)N4CCCC4)c5ccccc5)C(C)(C)C2,CHEMBL563052,NA,5.33
COc1ccc(cc1)[C@H](C)NC(=O)COc2cc(c3c(nn(C)c3n2)c4ccccc4)C(F)(F)F,CHEMBL3634013,5.1,NA
COc1ccc(cc1)[C@H](N[C@@H]2CC[C@@H](C(=O)N3CCC(CC3)(C(=O)N4CCCC4)c5ccccc5)C(C)(C)C2)C(F)(F)F,CHEMBL538380,NA,5.13
COc1ccc(cc1)[C@H]2CN(Cc3ccc(OC)c(OC)c3)C[C@@H]2CNC(=O)c4cccc(Cl)c4,CHEMBL1760222,NA,6.22
COc1ccc(cc1)[C@H]2CN(CCC3(O)CCOCC3)C[C@@H]2CC(=O)Nc4cccc(Cl)c4,CHEMBL1760248,NA,5.08
COc1ccc(cc1)[C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CC(=O)N(C)c4cccc(Cl)c4,CHEMBL1760235,NA,7.54
COc1ccc(cc1)[C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CC(=O)Nc4cccc(Cl)c4,CHEMBL1760234,NA,7.18
COc1ccc(cc1)[C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CC(=O)NCc4cccc(Cl)c4,CHEMBL1760236,NA,7.47
COc1ccc(cc1)[C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2Cc4nc5ccc(Cl)cc5[nH]4,CHEMBL1760242,NA,7.55
COc1ccc(cc1)[C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CCc4cc5ccc(Cl)cc5[nH]4,CHEMBL1760244,NA,7.35
COc1ccc(cc1)[C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CCc4nc5ccc(Cl)cc5[nH]4,CHEMBL1760243,NA,7.8
COc1ccc(cc1)[C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CCNC(=O)c4cccc(Cl)c4,CHEMBL1760237,NA,7.25
COc1ccc(cc1)[C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CNC(=O)c4cccc(Cl)c4,CHEMBL1760059,NA,6.8
COc1ccc(cc1)[C@H]2CN(CCc3cccc(OC)c3)C[C@@H]2CNC(=O)c4cccc(Cl)c4,CHEMBL1760226,NA,7.33
COc1ccc(cc1)[C@H]2CN(CCC3CCOCC3)C[C@@H]2CC(=O)Nc4cccc(Cl)c4,CHEMBL1760246,NA,6.92
COc1ccc(cc1)[C@H]2CN(CCC3CCOCC3)C[C@@H]2CNC(=O)c4cccc(Cl)c4,CHEMBL1760229,NA,5.71
COc1ccc(cc1)[C@H]2CN(CCC3CCS(=O)(=O)CC3)C[C@@H]2CC(=O)Nc4cccc(Cl)c4,CHEMBL1760247,NA,6.54
COc1ccc(cc1)[C@H]2CN(CCCc3ccc(OC)c(OC)c3)C[C@@H]2CNC(=O)c4cccc(Cl)c4,CHEMBL1760223,NA,6.7
COc1ccc(cc1)[C@H]2CN(CCCC3CCNCC3)C[C@@H]2CNC(=O)c4cccc(Cl)c4,CHEMBL1760230,NA,4.69
COc1ccc(cc1)[C@H]2CN(CCCC3CCOCC3)C[C@@H]2CC(=O)Nc4cccc(Cl)c4,CHEMBL1760245,NA,6.43
COc1ccc(cc1)[C@H]2CN(CCCC3CCOCC3)C[C@@H]2CNC(=O)c4cccc(Cl)c4,CHEMBL1760003,NA,5.99
COc1ccc(cc1)[C@H]2CN(CCCN(C)S(=O)(=O)C)C[C@@H]2CC(=O)Nc3cccc(Cl)c3,CHEMBL1760249,NA,5.34
COc1ccc(cc1)[C@H]2CN(CCCN(C)S(=O)(=O)c3ccccc3)C[C@@H]2CC(=O)Nc4cccc(Cl)c4,CHEMBL1760250,NA,6.85
COc1ccc(cc1)[C@H]2CN(CCCN3CCCC3=O)C[C@@H]2CC(=O)Nc4cccc(Cl)c4,CHEMBL1760251,NA,5.9
COc1ccc(cc1)[C@H]2CN(NS(=O)(=O)C)C(=O)N2CCc3ccc(OC(F)(F)F)cc3,CHEMBL583047,NA,5.25
COc1ccc(cc1)[C@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@H]2OC(=O)C,CHEMBL1397935,5.2,NA
COc1ccc(cc1)\C(=C\c2c(nc3c(C)cccn23)c4ccc(Cl)cc4)\C#N,CHEMBL1445685,5.55,NA
COc1ccc(cc1)\N=C/2\S\C(=C/c3ccc(C)s3)\C(=O)N2CC(C)C,CHEMBL3207937,5.3,NA
COc1ccc(cc1)\N=C\c2oc(CNS(=O)(=O)c3ccc(Cl)cc3)cc2,CHEMBL3197636,4.5,NA
COc1ccc(cc1)C#Cc2cccc(C#Cc3ccc(OC)cc3)[n+]2C,CHEMBL2325213,NA,6.42
COc1ccc(cc1)C#CC2OC(CO)C(Oc3cc(C)cc(C)c3)C=C2,CHEMBL1492577,5.8,NA
COc1ccc(cc1)C#CC2OC(COC(=O)C)C(OC(=O)C)C=C2,CHEMBL1354725,5.6,NA
COc1ccc(cc1)C(=Nc2ccccc2)S,CHEMBL1301015,4.5,NA
COc1ccc(cc1)C(=O)\C=C(\C)/N(C)C,CHEMBL1320242,5.3,NA
COc1ccc(cc1)C(=O)\C=C\2/N(C)C(C)(C)Cc3ccccc23,CHEMBL1366635,5.15,NA
COc1ccc(cc1)C(=O)C(OC(=O)CNC(=O)c2occc2)c3ccccc3,CHEMBL1410496,4.85,NA
COc1ccc(cc1)C(=O)c2c(C)n(CCN3CCOCC3)c4cc(I)ccc24,CHEMBL181633,5.3,NA
COc1ccc(cc1)C(=O)c2cnc3ccccc3c2c4ccccc4,CHEMBL1449268,4.9,NA
COc1ccc(cc1)C(=O)CC(=O)c2c(O)cc(OC)cc2OC,CHEMBL1516514,5.4,NA
COc1ccc(cc1)C(=O)CN(N2C(=O)c3ccccc3C2=O)C(=O)c4ccc(Cl)cc4,CHEMBL1569035,5.05,NA
COc1ccc(cc1)C(=O)N(C2CCN(CC2)c3cc(N)ccn3)c4cc(C)ccn4,CHEMBL493515,NA,5.3
COc1ccc(cc1)C(=O)N\N=C/2\C(=O)c3c(C)cc(C)cc3CC2(C)C,CHEMBL1515131,5.5,NA
COc1ccc(cc1)C(=O)N\N=C\c2cccc3cccnc23,CHEMBL3197594,4.65,NA
COc1ccc(cc1)C(=O)N2CC3(C[C@H]2C(=O)NCC(=O)N)CC(=NO3)c4ccc(Cl)cc4,CHEMBL1430398,4.5,NA
COc1ccc(cc1)C(=O)N2CCC[C@@]3(CCN(C)C3)C2,CHEMBL1366068,4.5,NA
COc1ccc(cc1)C(=O)N2CCC[C@@]3(CCN(C3)C(=O)NC(C)C)C2,CHEMBL1512317,4.7,NA
COc1ccc(cc1)C(=O)N2CCC[C@@]3(CCN(C3)C(=O)Nc4cccc(c4)C#N)C2,CHEMBL1558620,5.1,NA
COc1ccc(cc1)C(=O)N2CCC[C@@]3(CCN(C3)C(=O)Nc4cccc(F)c4)C2,CHEMBL1364717,5.1,NA
COc1ccc(cc1)C(=O)N2CCC[C@@]3(CCN(C3)C(=O)Nc4ccccc4)C2,CHEMBL1515280,4.8,NA
COc1ccc(cc1)C(=O)N2CCC[C@@]3(CCN(C3)c4cccc(c4)c5ccccc5)C2,CHEMBL1593511,5.5,NA
COc1ccc(cc1)C(=O)N2CCC[C@@]3(CCN(C3)c4ccccc4)C2,CHEMBL1592371,5.1,NA
COc1ccc(cc1)C(=O)N2CCC[C@@]3(CCN(C3)c4ccccn4)C2,CHEMBL1611806,5.3,NA
COc1ccc(cc1)C(=O)N2CCC[C@@]3(CCN(C3)c4ccncc4)C2,CHEMBL1520285,5.9,NA
COc1ccc(cc1)C(=O)N2CCC[C@@]3(CCN(C3)c4ncccn4)C2,CHEMBL1601305,5.1,NA
COc1ccc(cc1)C(=O)N2CCC[C@@]3(CCN(CC(C)C)C3)C2,CHEMBL1355146,5.1,NA
COc1ccc(cc1)C(=O)N2CCC[C@@]3(CCN(Cc4cc(cc(c4)C(F)(F)F)C(F)(F)F)C3)C2,CHEMBL1455942,5.5,NA
COc1ccc(cc1)C(=O)N2CCC[C@@]3(CCN(Cc4ccc(cc4)C#N)C3)C2,CHEMBL1361758,5,NA
COc1ccc(cc1)C(=O)N2CCC[C@@]3(CCN(Cc4ccccc4)C3)C2,CHEMBL1316897,5,NA
COc1ccc(cc1)C(=O)N2CCC[C@@]3(CCN(Cc4ccccc4OC)C3)C2,CHEMBL1484127,4.9,NA
COc1ccc(cc1)C(=O)N2CCC[C@@]3(CCN(Cc4ccncc4)C3)C2,CHEMBL1559912,5.4,NA
COc1ccc(cc1)C(=O)N2CCC[C@@]3(CCN(Cc4nccs4)C3)C2,CHEMBL1317853,5.1,NA
COc1ccc(cc1)C(=O)N2CCC3(CC2)CCN(CC3)c4ccccc4,CHEMBL1513174,5.6,NA
COc1ccc(cc1)C(=O)N2CCC3(CC2)CCN(CC3)c4ccncc4,CHEMBL1439945,4.8,NA
COc1ccc(cc1)C(=O)N2CCC3(CC2)CCN(CC3)c4ncccn4,CHEMBL1591964,5.3,NA
COc1ccc(cc1)C(=O)N2CCC3(CC2)CN(C3)C(=O)Nc4cccc(c4)C#N,CHEMBL1514075,4.8,NA
COc1ccc(cc1)C(=O)N2CCC3(CC2)CN(C3)c4cccc(c4)c5ccccc5,CHEMBL1433776,4.9,NA
COc1ccc(cc1)C(=O)N2CCC3(CC2)CN(C3)c4ccccn4,CHEMBL1455661,5,NA
COc1ccc(cc1)C(=O)N2CCC3(CC2)CN(C3)c4ccncc4,CHEMBL1591847,4.8,NA
COc1ccc(cc1)C(=O)N2CCC3(CC2)CN(Cc4ccc(cc4)C#N)C3,CHEMBL1474568,6.2,NA
COc1ccc(cc1)C(=O)N2CCC3(CCCN(C3)C(=O)NC(C)C)CC2,CHEMBL1475241,4.7,NA
COc1ccc(cc1)C(=O)N2CCC3(CCCN(C3)C(=O)Nc4cccc(c4)C#N)CC2,CHEMBL1355263,5.2,NA
COc1ccc(cc1)C(=O)N2CCC3(CCCN(C3)C(=O)Nc4cccc(F)c4)CC2,CHEMBL1609624,4.9,NA
COc1ccc(cc1)C(=O)N2CCC3(CCCN(C3)C(c4ccccc4)c5ccccc5)CC2,CHEMBL1523108,5.1,NA
COc1ccc(cc1)C(=O)N2CCC3(CCCN(C3)c4ccc(cc4)c5ccccc5)CC2,CHEMBL1405001,5,NA
COc1ccc(cc1)C(=O)N2CCC3(CCCN(C3)c4cccc(c4)c5ccccc5)CC2,CHEMBL1551477,5.1,NA
COc1ccc(cc1)C(=O)N2CCC3(CCCN(C3)c4ccccc4)CC2,CHEMBL1359843,4.9,NA
COc1ccc(cc1)C(=O)N2CCC3(CCCN(C3)c4ccccn4)CC2,CHEMBL1475788,4.9,NA
COc1ccc(cc1)C(=O)N2CCC3(CCCN(C3)c4ccncc4)CC2,CHEMBL1335889,4.6,NA
COc1ccc(cc1)C(=O)N2CCC3(CCCN(C3)c4ncccn4)CC2,CHEMBL1434789,4.4,NA
COc1ccc(cc1)C(=O)N2CCC3(CCCN(CC(C)C)C3)CC2,CHEMBL1473620,4.6,NA
COc1ccc(cc1)C(=O)N2CCC3(CCCN(Cc4cc(cc(c4)C(F)(F)F)C(F)(F)F)C3)CC2,CHEMBL1592215,5,NA
COc1ccc(cc1)C(=O)N2CCC3(CCCN(Cc4ccc(cc4)C#N)C3)CC2,CHEMBL1315521,5.3,NA
COc1ccc(cc1)C(=O)N2CCC3(CCCN(Cc4ccccc4)C3)CC2,CHEMBL1482880,4.5,NA
COc1ccc(cc1)C(=O)N2CCC3(CCCN(Cc4ccccc4OC)C3)CC2,CHEMBL1335465,4.8,NA
COc1ccc(cc1)C(=O)N2CCC3(CCCN(Cc4ccncc4)C3)CC2,CHEMBL1334652,5.1,NA
COc1ccc(cc1)C(=O)N2CCC3(CCCN(Cc4nccs4)C3)CC2,CHEMBL1456714,5.1,NA
COc1ccc(cc1)C(=O)N2CCC3(CCN(CC3)C(=O)Nc4cccc(c4)C#N)CC2,CHEMBL1590639,4.6,NA
COc1ccc(cc1)C(=O)N2CCC3(CCN(CC3)C(c4ccccc4)c5ccccc5)CC2,CHEMBL1611999,5.5,NA
COc1ccc(cc1)C(=O)N2CCC3(CCN(Cc4cc(cc(c4)C(F)(F)F)C(F)(F)F)CC3)CC2,CHEMBL1514717,4.6,NA
COc1ccc(cc1)C(=O)N2CCC3(CCN(Cc4ccncc4)CC3)CC2,CHEMBL1403280,4.8,NA
COc1ccc(cc1)C(=O)N2CCC3(CCN(Cc4nccs4)CC3)CC2,CHEMBL1361977,5.3,NA
COc1ccc(cc1)C(=O)NC(=S)NNC(=O)CCc2ccccc2,CHEMBL1471206,4.95,NA
COc1ccc(cc1)C(=O)NC(C)c2cc(OC)c(OC)cc2Br,CHEMBL1461359,6.3,NA
COc1ccc(cc1)C(=O)NC(N=C(S)Nc2ccc(cc2)S(=O)(=O)N)C(Cl)(Cl)Cl,CHEMBL1518559,5,NA
COc1ccc(cc1)C(=O)Nc2cc(Cl)ccc2OC(=O)c3ccc(OC)cc3,CHEMBL1420088,4.65,NA
COc1ccc(cc1)C(=O)Nc2cc(OC)cc(OC)c2,CHEMBL329872,4.85,NA
COc1ccc(cc1)C(=O)Nc2ccc(Cl)cc2C(=O)NCCN3CCOCC3,CHEMBL1517335,4.85,NA
COc1ccc(cc1)C(=O)Nc2cccc(c2)c3cnc4ccccc4n3,CHEMBL1518558,5.6,NA
COc1ccc(cc1)C(=O)Nc2cccc(OC(=O)c3ccc(C)c(C)c3)c2,CHEMBL1494717,5.45,NA
COc1ccc(cc1)C(=O)NC2CCN(CC2)C(=Nc3cccc(C)c3)S,CHEMBL1726451,4.8,NA
COc1ccc(cc1)C(=O)Nc2n[nH]c(n2)c3ccncc3,CHEMBL1733088,5.3,NA
COc1ccc(cc1)C(=O)Nc2nc3c(Cc4cc(OC)ccc34)s2,CHEMBL1438722,4.95,NA
COc1ccc(cc1)C(=O)Nc2scc(c3ccc(Cl)cc3Cl)c2C(=O)N,CHEMBL1407667,4.55,NA
COc1ccc(cc1)C(=O)NCC(=O)OCc2cccc(Br)c2,CHEMBL1374605,5.1,NA
COc1ccc(cc1)C(=O)NCc2ccc(cc2)c3nc4ccccc4s3,CHEMBL1569891,5.6,NA
COc1ccc(cc1)C(=O)NCc2cn3ccccc3n2,CHEMBL1388293,4.55,NA
COc1ccc(cc1)C(=O)NCS(=O)(=O)c2ccc(C)cc2,CHEMBL1418358,4.85,NA
COc1ccc(cc1)C(=O)NNC(=O)CSc2nnc(COc3ccc4ccccc4c3)n2C,CHEMBL560832,6.3,NA
COc1ccc(cc1)C(=O)Oc2ccc(cc2)S(=O)(=O)C3(CCC4(CCNCC4)C3)C(=O)NO,CHEMBL3417767,NA,4.2
COc1ccc(cc1)C(C#N)c2c3cc(OC)cc(C)c3nc4[nH]nc(C)c24,CHEMBL1950081,4.89,NA
COc1ccc(cc1)C(C)C(=O)c2ccc(O)cc2O,CHEMBL1373918,5.4,NA
COc1ccc(cc1)C(CC(=O)N2CCN(Cc3oc4cc(C)ccc4n3)CC2)c5ccccc5,CHEMBL1645184,NA,5.94
COc1ccc(cc1)C(CC(=O)Nc2ccc(F)cc2)c3ccccc3,CHEMBL1533024,4.85,NA
COc1ccc(cc1)C(CC=C)NCc2occc2,CHEMBL1529853,4.65,NA
COc1ccc(cc1)C(CCCN)(c2ccccc2)c3ccccc3,CHEMBL2325436,NA,5.18
COc1ccc(cc1)C(CNC(=O)c2cc(O)nc3ccccc23)N4CCCC4,CHEMBL1392275,4.8,NA
COc1ccc(cc1)C(N(C(=O)c2sc(C)nc2C)c3ccc(cc3)C(=O)C)C(=O)NC4CCCCC4,CHEMBL1414913,4.6,NA
COc1ccc(cc1)C(N(C(=O)c2sc(C)nc2C)c3ccc(OC)cc3)C(=O)NC4CCCCC4,CHEMBL1391209,4.9,NA
COc1ccc(cc1)C(N(C(=O)c2snc(c2N)c3ccc(F)cc3)c4ccc(F)cc4)C(=O)NC5CCCC5,CHEMBL1362324,4.9,NA
COc1ccc(cc1)C(N(C(=O)CCCC(=O)Nc2ccccn2)c3ccc4OCCOc4c3)C(=O)NC5CCCCC5,CHEMBL1350243,5.9,NA
COc1ccc(cc1)C(N(C2CC2)C(=O)Cn3nnc4ccccc34)C(=O)Nc5ccc(F)cc5,CHEMBL1579981,5.45,NA
COc1ccc(cc1)C(N(Cc2cccs2)C(=O)c3cnccn3)C(=O)NCc4ccccc4,CHEMBL1408484,6.15,NA
COc1ccc(cc1)C(N2CCC3(CC2)OCCO3)C(=O)NC4CCCCC4,CHEMBL1340207,5.35,NA
COc1ccc(cc1)C(NC(=O)c2ccc(cc2)c3ccccc3)c4ccccc4,CHEMBL1346170,7.45,NA
COc1ccc(cc1)C(O)c2c3cc(OC)cc(C)c3nc4[nH]nc(C)c24,CHEMBL1950078,5.92,NA
COc1ccc(cc1)C(OCCN2CCC[C@H](C2)C(=O)O)(c3ccc(OC)cc3)c4ccc(OC)cc4,CHEMBL419823,4.5,NA
COc1ccc(cc1)C2(CCC(=N2)N)c3cccc(c3)c4cncnc4,CHEMBL2380458,NA,4.64
COc1ccc(cc1)C2(CCCC2)C(=O)N3CCOCC3,CHEMBL1741977,4.9,NA
COc1ccc(cc1)C2(N=C(C)C(=N2)N)c3cccc(c3)c4cccnc4,CHEMBL2180026,NA,4.72
COc1ccc(cc1)C2(N=C(N)C(=N2)C(C)C)c3cccc(c3)c4cncnc4,CHEMBL2180021,NA,4.57
COc1ccc(cc1)C2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncnc5,CHEMBL2177916,NA,6.3
COc1ccc(cc1)C2(N=C(N)c3nc(C)sc23)c4cccc(c4)c5cncnc5,CHEMBL2380450,NA,5.82
COc1ccc(cc1)C2(N=C(N)n3nc(C)cc23)c4cccc(c4)c5cncnc5,CHEMBL2380451,NA,5.07
COc1ccc(cc1)C2(SCC(=N2)N)c3cccc(c3)c4cccnc4,CHEMBL2380455,NA,5
COc1ccc(cc1)C2=C(C#N)C(=O)OC2,CHEMBL1525291,4.5,NA
COc1ccc(cc1)C2=C(O)C(=O)c3ccc(OC)cc3O2,CHEMBL74913,4.9,NA
COc1ccc(cc1)C2=C(O)C(=O)c3ccccc3O2,CHEMBL406834,5.4,NA
COc1ccc(cc1)C2=C(O)c3c(OC2=O)cc4OC(C)(C)C=Cc4c3OC,CHEMBL400777,5.2,NA
COc1ccc(cc1)C2=C(O)c3c(OC2=O)cc4OC(C)(C)CCc4c3OC,CHEMBL1438224,4.6,NA
COc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)c(c3O2)c4cc(ccc4OC)C5=CC(=O)c6c(O)cc(O)cc6O5,CHEMBL1208903,5.4,NA
COc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)cc3O2,CHEMBL243664,5.1,NA
COc1ccc(cc1)C2=CC(=O)c3c(OC(=O)C)cc(OC(=O)C)cc3O2,CHEMBL1566650,4.6,NA
COc1ccc(cc1)C2=CC(=O)c3c(OC)c(OC)c(OC)c(OC)c3O2,CHEMBL73930,4.9,NA
COc1ccc(cc1)C2=CC(=O)c3cc(OC)ccc3O2,CHEMBL1410006,5.5,NA
COc1ccc(cc1)C2=CC(=O)c3ccc(O)cc3O2,CHEMBL16751,5.1,NA
COc1ccc(cc1)C2=CC(=O)c3ccccc3O2,CHEMBL16312,5.7,NA
COc1ccc(cc1)C2=CC(=O)Oc3cc4occ(C)c4cc23,CHEMBL1453817,4.95,NA
COc1ccc(cc1)C2=CC3(CCNCC3)Oc4ccccc24,CHEMBL495073,NA,6.23
COc1ccc(cc1)C2=COc3c(O)c(OC)ccc3C2=O,CHEMBL1290347,4.5,NA
COc1ccc(cc1)C2=COc3c(OC)c(OC)cc(O)c3C2=O,CHEMBL1488728,4.4,NA
COc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,CHEMBL131921,4.7,NA
COc1ccc(cc1)C2=COc3cc(O)ccc3C2=O,CHEMBL242341,4.8,NA
COc1ccc(cc1)C2=COc3cc(OC(=O)C)cc(OC(=O)C)c3C2=O,CHEMBL1437166,4.5,NA
COc1ccc(cc1)C2=COc3cc(OC)cc(OC)c3C2=O,CHEMBL13097,4.7,NA
COc1ccc(cc1)C2=COc3ccc(OC4OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C4OC(=O)C)c(OC(=O)C)c3C2=O,CHEMBL1357598,4.8,NA
COc1ccc(cc1)C2=COc3ccc(OC4OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C4OC(=O)C)cc3C2=O,CHEMBL1356334,5.8,NA
COc1ccc(cc1)C2=NC(C(=C(C)N2)C(=O)Nc3ccc4[nH]ncc4c3)c5ccc(Cl)cc5F,CHEMBL520828,5.57,NA
COc1ccc(cc1)C2=NC3=C(C(=O)N(C)C(=O)N3C)C(N2)(C(F)(F)F)C(F)(F)F,CHEMBL1508867,4.85,NA
COc1ccc(cc1)C2=Nc3cnc(nc3N(C)C2=O)N4CCNCC4,CHEMBL1403769,4.5,NA
COc1ccc(cc1)C2=Nc3cnc(nc3N(C[C@H]4CCCO4)C2=O)N(C)C,CHEMBL1612620,5.2,NA
COc1ccc(cc1)C2=Nc3cnc(nc3N(C2=O)c4ccccc4)N5CCNCC5,CHEMBL1555037,5.6,NA
COc1ccc(cc1)C2=Nc3cnc(nc3N(C4CC4)C2=O)N5CCNCC5,CHEMBL1593219,5,NA
COc1ccc(cc1)C2=Nc3cnc(nc3N(Cc4ccc(F)cc4)C2=O)N5CCN(C)CC5,CHEMBL1552957,4.6,NA
COc1ccc(cc1)C2=Nc3cnc(nc3N(Cc4ccc(F)cc4)C2=O)N5CCNCC5,CHEMBL1437164,4.8,NA
COc1ccc(cc1)C2=Nc3cnc(nc3N(Cc4cccc(OC)c4)C2=O)N5CCNCC5,CHEMBL1317451,4.8,NA
COc1ccc(cc1)C2=Nc3cnc(nc3N(Cc4cccs4)C2=O)N(C)C,CHEMBL1569529,4.9,NA
COc1ccc(cc1)C2=Nc3cnc(nc3N(Cc4cccs4)C2=O)N5CCNCC5,CHEMBL1552542,5.4,NA
COc1ccc(cc1)C2=Nc3cnc(nc3N(CCC#N)C2=O)N4CCN(C)CC4,CHEMBL1592560,4.4,NA
COc1ccc(cc1)C2=Nc3cnc(nc3N(CCC#N)C2=O)N4CCNCC4,CHEMBL1436865,4.9,NA
COc1ccc(cc1)C2=Nc3cnc(nc3N(CCc4ccccc4)C2=O)N5CCN(C)CC5,CHEMBL1493644,5.5,NA
COc1ccc(cc1)C2=Nc3cnc(nc3N(CCc4ccccc4)C2=O)N5CCNCC5,CHEMBL1354693,4.7,NA
COc1ccc(cc1)C2=Nc3cnc(Nc4cccc(OC)c4)nc3N(C[C@H]5CCCO5)C2=O,CHEMBL1551049,5.3,NA
COc1ccc(cc1)C2=Nc3cnc(Nc4cccc(OC)c4)nc3N(Cc5cccs5)C2=O,CHEMBL1355201,5.2,NA
COc1ccc(cc1)C2=Nc3cnc(Nc4cccc(OC)c4)nc3N(CCC#N)C2=O,CHEMBL1321887,5.4,NA
COc1ccc(cc1)C2=Nc3cnc(Nc4ccccc4)nc3N(C[C@H]5CCCO5)C2=O,CHEMBL1482155,4.9,NA
COc1ccc(cc1)C2=Nc3cnc(OC)nc3N(C)C2=O,CHEMBL1457390,4.6,NA
COc1ccc(cc1)C2=Nc3cnc(OC)nc3N(C[C@H]4CCCO4)C2=O,CHEMBL1443480,4.6,NA
COc1ccc(cc1)C2=Nc3cnc(OC)nc3N(C4CC4)C2=O,CHEMBL1515945,7.3,NA
COc1ccc(cc1)C2=Nc3cnc(OC)nc3N(Cc4ccc(F)cc4)C2=O,CHEMBL1492215,5.5,NA
COc1ccc(cc1)C2=Nc3cnc(OC)nc3N(Cc4cccc(OC)c4)C2=O,CHEMBL1474056,5.6,NA
COc1ccc(cc1)C2=Nc3cnc(OC)nc3N(Cc4cccs4)C2=O,CHEMBL1487191,5.4,NA
COc1ccc(cc1)C2=Nc3cnc(OC)nc3N(CCC#N)C2=O,CHEMBL1325879,4.9,NA
COc1ccc(cc1)C2=Nc3cnc(OC)nc3N(CCc4ccccc4)C2=O,CHEMBL1440509,5,NA
COc1ccc(cc1)C2=Nc3cnc(Oc4cccc(Cl)c4)nc3N(C[C@H]5CCCO5)C2=O,CHEMBL1551925,5.3,NA
COc1ccc(cc1)C2=Nc3cnc(Oc4cccc(Cl)c4)nc3N(C5CC5)C2=O,CHEMBL1566428,5,NA
COc1ccc(cc1)C2=Nc3cnc(Oc4ccccc4)nc3N(C5CC5)C2=O,CHEMBL1563032,4.8,NA
COc1ccc(cc1)C2=Nc3cnc(OCc4ccccc4)nc3N(CCC#N)C2=O,CHEMBL1592186,5,NA
COc1ccc(cc1)C2=Nc3cncnc3N(C2=O)c4ccccc4,CHEMBL1474211,4.7,NA
COc1ccc(cc1)C2=NCC(CSc3nccc(O)n3)S2,CHEMBL1325093,4.6,NA
COc1ccc(cc1)C2=NOC(C2)C(=O)N3CCCc4ccccc34,CHEMBL1464956,4.9,NA
COc1ccc(cc1)C2=NOC(C2)C(=O)NC(C)(C)C,CHEMBL1391723,5.4,NA
COc1ccc(cc1)C23CC2CN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)C3,CHEMBL1079578,NA,5.6
COc1ccc(cc1)C23CC2CN(CCCSc4nnc(c5ocnc5C)n4C)C3,CHEMBL1079837,NA,5.6
COc1ccc(cc1)c2c(C(=O)C)c(C)nc3sc4C(=O)NC(Nc4c23)c5ccccc5,CHEMBL1416213,5.2,NA
COc1ccc(cc1)C2C(C(=O)N3CCN(C)CC3)c4ccccc4C(=O)N2C5CCCCC5,CHEMBL1741988,5.3,NA
COc1ccc(cc1)C2C(C(=O)N3CCOCC3)c4ccccc4C(=O)N2c5ccc(OC)cc5,CHEMBL1566184,5.05,NA
COc1ccc(cc1)c2c(C)n[nH]c2c3ccc(OCC(=C)C)cc3O,CHEMBL1314100,5,NA
COc1ccc(cc1)c2c(C)nn(Cc3ccccc3)c2N,CHEMBL1341313,4.85,NA
COc1ccc(cc1)C2C(CCC(=O)N2c3ccc(OC)cc3)C(=O)N4CCOCC4,CHEMBL1422722,4.75,NA
COc1ccc(cc1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6,CHEMBL3775282,NA,7.16
COc1ccc(cc1)C2C3=C(CC(C)(C)CC3=O)OC4=C2C(=N)N(CC(C)C)C=N4,CHEMBL1587603,4.9,NA
COc1ccc(cc1)c2cc([nH]n2)C3CCN(CC3)c4cc(Cl)nc(N)n4,CHEMBL1578679,4.55,NA
COc1ccc(cc1)c2cc([nH]n2)C3CCN(CC3)c4ccc(cc4[N+](=O)[O-])C(=O)C,CHEMBL1573692,5.35,NA
COc1ccc(cc1)C2CC(=O)c3ccc(OC)cc3O2,CHEMBL229908,4.7,NA
COc1ccc(cc1)C2CC(=O)c3cnc(Nc4cc(C)cc(C)c4)nc3C2,CHEMBL1420061,5.35,NA
COc1ccc(cc1)C2CC(=O)CC(=O)C2n3cncn3,CHEMBL1725964,5.65,NA
COc1ccc(cc1)c2cc(C)c3nc([nH]c3c2)C4=C(N[C@H](CO)Cc5ccccc5)C=CNC4=O,CHEMBL440964,5.17,NA
COc1ccc(cc1)c2cc(CNS(=O)(=O)c3ccccc3)on2,CHEMBL271622,4.48,NA
